# Time_s	x	xdot
0.000000	0.390625	0.727539
0.005000	-0.097656	0.073242
0.010000	-0.151367	-0.620117
0.015000	0.249023	-0.883789
0.020000	0.825195	-0.629883
0.025000	1.240234	-0.073242
0.030000	1.274414	0.498047
0.035000	0.942383	0.883789
0.040000	0.356445	0.986328
0.045000	-0.297852	0.610352
0.050000	-0.668945	-0.903320
0.055000	-0.063477	-2.509766
0.060000	1.572266	-2.739258
0.065000	3.374023	-1.777344
0.070000	4.545898	-0.288086
0.075000	4.741211	1.074219
0.080000	4.028320	1.835938
0.085000	2.822266	1.875000
0.090000	1.582031	1.357422
0.095000	0.678711	0.610352
0.100000	0.263672	-0.034180
0.105000	0.278320	-0.371094
0.110000	0.517578	-0.361328
0.115000	0.742188	-0.083008
0.120000	0.791016	0.288086
0.125000	0.600586	0.595703
0.130000	0.200195	0.742188
0.135000	-0.292969	0.468750
0.140000	-0.576172	-0.776367
0.145000	-0.053711	-2.094727
0.150000	1.313477	-2.246094
0.155000	2.788086	-1.411133
0.160000	3.725586	-0.136719
0.165000	3.803711	1.000977
0.170000	3.154297	1.621094
0.175000	2.084961	1.635742
0.180000	1.005859	1.186523
0.185000	0.214844	0.551758
0.190000	-0.166016	-0.122070
0.195000	-0.078125	-0.751953
0.200000	0.405273	-0.859375
0.205000	0.961914	-0.493164
0.210000	1.274414	0.092773
0.215000	1.220703	0.634766
0.220000	0.795898	0.937500
0.225000	0.170898	0.957031
0.230000	-0.458984	0.307617
0.235000	-0.625000	-1.430664
0.240000	0.317383	-2.719727
0.245000	2.099609	-2.568359
0.250000	3.774414	-1.391602
0.255000	4.697266	0.126953
0.260000	4.619141	1.352539
0.265000	3.730469	1.914062
0.270000	2.465820	1.777344
0.275000	1.289062	1.162109
0.280000	0.517578	0.410156
0.285000	0.234375	-0.161133
0.290000	0.332031	-0.405273
0.295000	0.585938	-0.297852
0.300000	0.781250	0.014648
0.305000	0.761719	0.380859
0.310000	0.507812	0.649414
0.315000	0.068359	0.742188
0.320000	-0.410156	0.224609
0.325000	-0.537109	-1.220703
0.330000	0.268555	-2.260742
0.335000	1.743164	-2.094727
0.340000	3.120117	-1.079102
0.345000	3.828125	0.209961
0.350000	3.696289	1.235352
0.355000	2.880859	1.684570
0.360000	1.772461	1.547852
0.365000	0.747070	1.015625
0.370000	0.068359	0.375977
0.375000	-0.185547	-0.327148
0.380000	0.024414	-0.839844
0.385000	0.571289	-0.791016
0.390000	1.088867	-0.336914
0.395000	1.303711	0.258789
0.400000	1.137695	0.747070
0.405000	0.639648	0.971680
0.410000	-0.009766	0.888672
0.415000	-0.585938	-0.087891
0.420000	-0.498047	-1.928711
0.425000	0.761719	-2.817383
0.430000	2.602539	-2.319336
0.435000	4.125977	-0.981445
0.440000	4.780273	0.512695
0.445000	4.438477	1.582031
0.450000	3.398438	1.938477
0.455000	2.114258	1.635742
0.460000	1.030273	0.952148
0.465000	0.390625	0.224609
0.470000	0.224609	-0.268555
0.475000	0.395508	-0.405273
0.480000	0.654297	-0.229492
0.485000	0.800781	0.117188
0.490000	0.712891	0.473633
0.495000	0.400391	0.698242
0.500000	-0.068359	0.693359
0.505000	-0.517578	-0.107422
0.510000	-0.419922	-1.625977
0.515000	0.639648	-2.329102
0.520000	2.167969	-1.875000
0.525000	3.398438	-0.727539
0.530000	3.872070	0.537109
0.535000	3.530273	1.416016
0.540000	2.583008	1.699219
0.545000	1.464844	1.425781
0.550000	0.517578	0.839844
0.555000	-0.048828	0.195312
0.560000	-0.175781	-0.517578
0.565000	0.151367	-0.878906
0.570000	0.732422	-0.703125
0.575000	1.186523	-0.175781
0.580000	1.293945	0.410156
0.585000	1.025391	0.839844
0.590000	0.468750	0.986328
0.595000	-0.190430	0.747070
0.600000	-0.654297	-0.576172
0.605000	-0.258789	-2.324219
0.610000	1.254883	-2.802734
0.615000	3.095703	-2.001953
0.620000	4.409180	-0.551758
0.625000	4.780273	0.874023
0.630000	4.199219	1.752930
0.635000	3.046875	1.909180
0.640000	1.782227	1.474609
0.645000	0.800781	0.737305
0.650000	0.302734	0.058594
0.655000	0.253906	-0.336914
0.660000	0.463867	-0.380859
0.665000	0.708008	-0.141602
0.670000	0.800781	0.224609
0.675000	0.649414	0.551758
0.680000	0.278320	0.732422
0.685000	-0.205078	0.585938
0.690000	-0.571289	-0.507812
0.695000	-0.219727	-1.948242
0.700000	1.054688	-2.304688
0.705000	2.558594	-1.596680
0.710000	3.618164	-0.361328
0.715000	3.852539	0.830078
0.720000	3.310547	1.557617
0.725000	2.280273	1.669922
0.730000	1.176758	1.279297
0.735000	0.312500	0.659180
