# Time_s	x	xdot
0.000000	0.107422	0.014648
0.005000	0.083008	-0.625000
0.010000	0.483398	-0.761719
0.015000	0.986328	-0.454102
0.020000	1.264648	0.102539
0.025000	1.201172	0.634766
0.030000	0.776367	0.961914
0.035000	0.131836	0.991211
0.040000	-0.512695	0.239258
0.045000	-0.634766	-1.689453
0.050000	0.483398	-3.056641
0.055000	2.475586	-2.861328
0.060000	4.355469	-1.499023
0.065000	5.341797	0.268555
0.070000	5.170898	1.708984
0.075000	4.042969	2.353516
0.080000	2.490234	2.119141
0.085000	1.088867	1.284180
0.090000	0.229492	0.283203
0.095000	0.024414	-0.483398
0.100000	0.336914	-0.771484
0.105000	0.834961	-0.576172
0.110000	1.210938	-0.068359
0.115000	1.245117	0.498047
0.120000	0.922852	0.898438
0.125000	0.322266	1.015625
0.130000	-0.346680	0.590820
0.135000	-0.703125	-1.103516
0.140000	0.034180	-2.832031
0.145000	1.889648	-3.066406
0.150000	3.891602	-1.962891
0.155000	5.185547	-0.224609
0.160000	5.336914	1.372070
0.165000	4.433594	2.265625
0.170000	2.944336	2.265625
0.175000	1.440430	1.562500
0.180000	0.405273	0.556641
0.185000	0.024414	-0.312500
0.190000	0.219727	-0.742188
0.195000	0.698242	-0.673828
0.200000	1.142578	-0.229492
0.205000	1.274414	0.346680
0.210000	1.054688	0.810547
0.215000	0.512695	1.010742
0.220000	-0.161133	0.825195
0.225000	-0.673828	-0.507812
0.230000	-0.317383	-2.475586
0.235000	1.289062	-3.149414
0.240000	3.359375	-2.377930
0.245000	4.926758	-0.747070
0.250000	5.415039	0.966797
0.255000	4.780273	2.099609
0.260000	3.393555	2.353516
0.265000	1.845703	1.811523
0.270000	0.634766	0.844727
0.275000	0.063477	-0.097656
0.280000	0.117188	-0.673828
0.285000	0.551758	-0.742188
0.290000	1.035156	-0.385742
0.295000	1.274414	0.180664
0.300000	1.157227	0.693359
0.305000	0.688477	0.986328
0.310000	0.034180	0.957031
0.315000	-0.585938	0.009766
0.320000	-0.556641	-1.987305
0.325000	0.742188	-3.125000
0.330000	2.788086	-2.719727
0.335000	4.570312	-1.250000
0.340000	5.395508	0.512695
0.345000	5.058594	1.860352
0.350000	3.828125	2.373047
0.355000	2.270508	2.031250
0.360000	0.927734	1.137695
0.365000	0.156250	0.146484
0.370000	0.048828	-0.561523
0.375000	0.405273	-0.776367
0.380000	0.913086	-0.512695
0.385000	1.245117	0.014648
0.390000	1.240234	0.571289
0.395000	0.849609	0.932617
0.400000	0.229492	1.005859
0.405000	-0.434570	0.429688
0.410000	-0.673828	-1.401367
0.415000	0.249023	-2.958984
0.420000	2.187500	-2.973633
0.425000	4.135742	-1.733398
0.430000	5.278320	0.024414
0.435000	5.258789	1.552734
0.440000	4.243164	2.319336
0.445000	2.714844	2.202148
0.450000	1.254883	1.425781
0.455000	0.312500	0.419922
0.460000	0.019531	-0.400391
0.465000	0.273438	-0.761719
0.470000	0.771484	-0.634766
0.475000	1.181641	-0.146484
0.480000	1.264648	0.424805
0.485000	0.991211	0.854492
0.490000	0.415039	1.015625
0.495000	-0.258789	0.722656
0.500000	-0.698242	-0.800781
0.505000	-0.156250	-2.670898
0.510000	1.591797	-3.125000
0.515000	3.642578	-2.177734
0.520000	5.068359	-0.483398
0.525000	5.390625	1.181641
0.530000	4.609375	2.192383
0.535000	3.168945	2.314453
0.540000	1.635742	1.689453
0.545000	0.517578	0.698242
0.550000	0.039062	-0.209961
0.555000	0.166016	-0.712891
0.560000	0.629883	-0.712891
0.565000	1.088867	-0.302734
0.570000	1.279297	0.268555
0.575000	1.108398	0.756836
0.580000	0.605469	1.000977
0.585000	-0.063477	0.903320
0.590000	-0.634766	-0.239258
0.595000	-0.454102	-2.250977
0.600000	1.015625	-3.149414
0.605000	3.076172	-2.553711
0.610000	4.760742	-0.996094
0.615000	5.419922	0.751953
0.620000	4.931641	1.992188
0.625000	3.618164	2.373047
0.630000	2.050781	1.928711
0.635000	0.776367	0.991211
0.640000	0.102539	0.019531
0.645000	0.078125	-0.625000
0.650000	0.478516	-0.761719
0.655000	0.971680	-0.449219
0.660000	1.259766	0.097656
0.665000	1.201172	0.634766
0.670000	0.776367	0.961914
0.675000	0.131836	0.991211
0.680000	-0.517578	0.234375
0.685000	-0.629883	-1.704102
0.690000	0.493164	-3.061523
0.695000	2.490234	-2.861328
0.700000	4.365234	-1.494141
0.705000	5.346680	0.273438
0.710000	5.170898	1.713867
0.715000	4.042969	2.358398
0.720000	2.485352	2.124023
0.725000	1.083984	1.284180
0.730000	0.224609	0.273438
0.735000	0.029297	-0.483398
0.740000	0.341797	-0.771484
0.745000	0.844727	-0.576172
0.750000	1.215820	-0.068359
0.755000	1.245117	0.498047
0.760000	0.922852	0.898438
0.765000	0.322266	1.015625
0.770000	-0.351562	0.585938
0.775000	-0.703125	-1.103516
0.780000	0.034180	-2.832031
0.785000	1.889648	-3.061523
0.790000	3.896484	-1.958008
0.795000	5.185547	-0.229492
0.800000	5.336914	1.372070
0.805000	4.428711	2.265625
0.810000	2.939453	2.265625
0.815000	1.440430	1.557617
0.820000	0.405273	0.556641
0.825000	0.024414	-0.312500
0.830000	0.219727	-0.747070
0.835000	0.703125	-0.673828
0.840000	1.142578	-0.229492
0.845000	1.274414	0.341797
0.850000	1.049805	0.810547
0.855000	0.512695	1.010742
0.860000	-0.161133	0.825195
0.865000	-0.678711	-0.517578
0.870000	-0.317383	-2.475586
0.875000	1.298828	-3.149414
0.880000	3.364258	-2.377930
0.885000	4.926758	-0.742188
0.890000	5.410156	0.971680
0.895000	4.780273	2.104492
0.900000	3.398438	2.353516
0.905000	1.840820	1.806641
0.910000	0.634766	0.844727
0.915000	0.063477	-0.097656
0.920000	0.117188	-0.673828
0.925000	0.551758	-0.742188
0.930000	1.035156	-0.380859
0.935000	1.274414	0.185547
0.940000	1.162109	0.698242
0.945000	0.683594	0.986328
0.950000	0.034180	0.952148
0.955000	-0.585938	0.004883
0.960000	-0.556641	-1.987305
0.965000	0.747070	-3.125000
0.970000	2.788086	-2.714844
0.975000	4.570312	-1.245117
0.980000	5.395508	0.522461
0.985000	5.053711	1.860352
0.990000	3.828125	2.368164
0.995000	2.265625	2.026367
1.000000	0.922852	1.137695
1.005000	0.161133	0.141602
1.010000	0.048828	-0.561523
1.015000	0.410156	-0.771484
1.020000	0.913086	-0.517578
1.025000	1.240234	0.014648
1.030000	1.235352	0.571289
1.035000	0.849609	0.932617
1.040000	0.229492	1.010742
1.045000	-0.434570	0.424805
1.050000	-0.678711	-1.406250
1.055000	0.253906	-2.963867
1.060000	2.187500	-2.968750
1.065000	4.145508	-1.728516
1.070000	5.283203	0.034180
1.075000	5.268555	1.562500
1.080000	4.243164	2.329102
1.085000	2.705078	2.197266
1.090000	1.254883	1.420898
1.095000	0.307617	0.415039
1.100000	0.024414	-0.405273
1.105000	0.283203	-0.761719
1.110000	0.771484	-0.629883
1.115000	1.181641	-0.151367
1.120000	1.264648	0.424805
1.125000	0.986328	0.859375
1.130000	0.419922	1.015625
1.135000	-0.258789	0.717773
1.140000	-0.703125	-0.800781
1.145000	-0.151367	-2.670898
1.150000	1.591797	-3.120117
1.155000	3.642578	-2.172852
1.160000	5.068359	-0.483398
1.165000	5.385742	1.181641
1.170000	4.609375	2.197266
1.175000	3.164062	2.319336
1.180000	1.630859	1.684570
1.185000	0.512695	0.698242
1.190000	0.039062	-0.209961
1.195000	0.166016	-0.712891
1.200000	0.625000	-0.712891
1.205000	1.088867	-0.302734
1.210000	1.274414	0.268555
1.215000	1.108398	0.761719
1.220000	0.605469	1.000977
1.225000	-0.058594	0.903320
1.230000	-0.634766	-0.244141
1.235000	-0.454102	-2.250977
1.240000	1.020508	-3.154297
1.245000	3.085938	-2.553711
1.250000	4.760742	-0.996094
1.255000	5.415039	0.751953
1.260000	4.926758	1.997070
1.265000	3.618164	2.373047
1.270000	2.045898	1.928711
1.275000	0.771484	0.991211
1.280000	0.102539	0.014648
1.285000	0.078125	-0.620117
1.290000	0.483398	-0.761719
1.295000	0.976562	-0.449219
1.300000	1.259766	0.102539
1.305000	1.201172	0.634766
1.310000	0.771484	0.961914
1.315000	0.131836	0.991211
1.320000	-0.517578	0.229492
1.325000	-0.629883	-1.708984
