# Time_s	x	xdot
0.000000	-0.341797	-0.473633
0.005000	-0.029297	-1.284180
0.010000	0.810547	-1.313477
0.015000	1.669922	-0.737305
0.020000	2.148438	0.078125
0.025000	2.094727	0.776367
0.030000	1.577148	1.137695
0.035000	0.830078	1.123047
0.040000	0.078125	0.834961
0.045000	-0.463867	-0.063477
0.050000	-0.400391	-1.557617
0.055000	0.615234	-2.221680
0.060000	2.070312	-1.772461
0.065000	3.232422	-0.688477
0.070000	3.686523	0.483398
0.075000	3.369141	1.284180
0.080000	2.519531	1.538086
0.085000	1.494141	1.313477
0.090000	0.625000	0.805664
0.095000	0.078125	0.292969
0.100000	-0.117188	-0.175781
0.105000	-0.004883	-0.483398
0.110000	0.302734	-0.405273
0.115000	0.566406	-0.068359
0.120000	0.605469	0.332031
0.125000	0.380859	0.629883
0.130000	-0.043945	0.722656
0.135000	-0.502930	0.029297
0.140000	-0.498047	-1.499023
0.145000	0.483398	-2.333984
0.150000	2.006836	-1.967773
0.155000	3.300781	-0.874023
0.160000	3.881836	0.371094
0.165000	3.637695	1.264648
0.170000	2.797852	1.596680
0.175000	1.743164	1.401367
0.180000	0.810547	0.893555
0.185000	0.214844	0.341797
0.190000	-0.019531	-0.058594
0.195000	0.009766	-0.224609
0.200000	0.146484	-0.131836
0.205000	0.229492	0.112305
0.210000	0.146484	0.385742
0.215000	-0.107422	0.498047
0.220000	-0.429688	-0.058594
0.225000	-0.371094	-1.230469
0.230000	0.429688	-1.762695
0.235000	1.582031	-1.396484
0.240000	2.490234	-0.498047
0.245000	2.822266	0.463867
0.250000	2.514648	1.127930
0.255000	1.772461	1.337891
0.260000	0.888672	1.147461
0.265000	0.117188	0.727539
0.270000	-0.361328	-0.083008
0.275000	-0.292969	-1.259766
0.280000	0.527344	-1.704102
0.285000	1.645508	-1.289062
0.290000	2.495117	-0.395508
0.295000	2.753906	0.532227
0.300000	2.407227	1.142578
0.305000	1.645508	1.308594
0.310000	0.781250	1.098633
0.315000	0.043945	0.668945
0.320000	-0.390625	-0.209961
0.325000	-0.244141	-1.367188
0.330000	0.649414	-1.723633
0.335000	1.782227	-1.235352
0.340000	2.587891	-0.302734
0.345000	2.788086	0.610352
0.350000	2.387695	1.191406
0.355000	1.596680	1.318359
0.360000	0.727539	1.074219
0.365000	0.004883	0.620117
0.370000	-0.395508	-0.288086
0.375000	-0.195312	-1.396484
0.380000	0.717773	-1.665039
0.385000	1.811523	-1.142578
0.390000	2.553711	-0.214844
0.395000	2.695312	0.664062
0.400000	2.260742	1.196289
0.405000	1.464844	1.284180
0.410000	0.615234	1.030273
0.415000	-0.073242	0.551758
0.420000	-0.434570	-0.473633
0.425000	-0.112305	-1.557617
0.430000	0.903320	-1.723633
0.435000	2.031250	-1.093750
0.440000	2.749023	-0.112305
0.445000	2.817383	0.766602
0.450000	2.314453	1.259766
0.455000	1.474609	1.308594
0.460000	0.610352	1.005859
0.465000	-0.063477	0.507812
0.470000	-0.390625	-0.454102
0.475000	-0.087891	-1.435547
0.480000	0.849609	-1.557617
0.485000	1.865234	-0.957031
0.490000	2.490234	-0.048828
0.495000	2.519531	0.761719
0.500000	2.021484	1.210938
0.505000	1.225586	1.240234
0.510000	0.400391	0.947266
0.515000	-0.234375	0.366211
0.520000	-0.458984	-0.854492
0.525000	0.107422	-1.816406
0.530000	1.289062	-1.743164
0.535000	2.436523	-0.942383
0.540000	3.056641	0.112305
0.545000	2.978516	0.966797
0.550000	2.348633	1.376953
0.555000	1.435547	1.308594
0.560000	0.566406	0.932617
0.565000	-0.063477	0.415039
0.570000	-0.322266	-0.454102
0.575000	-0.029297	-1.240234
0.580000	0.776367	-1.250000
0.585000	1.591797	-0.693359
0.590000	2.045898	0.097656
0.595000	1.977539	0.766602
0.600000	1.464844	1.113281
0.605000	0.732422	1.093750
0.610000	0.000000	0.795898
0.615000	-0.512695	-0.205078
0.620000	-0.356445	-1.733398
0.625000	0.766602	-2.294922
0.630000	2.275391	-1.748047
0.635000	3.422852	-0.600586
0.640000	3.818359	0.581055
0.645000	3.437500	1.362305
0.650000	2.534180	1.572266
0.655000	1.499023	1.298828
0.660000	0.634766	0.771484
0.665000	0.117188	0.244141
0.670000	-0.053711	-0.131836
0.675000	0.019531	-0.288086
0.680000	0.200195	-0.166016
0.685000	0.302734	0.112305
0.690000	0.229492	0.410156
0.695000	-0.048828	0.571289
0.700000	-0.415039	0.087891
0.705000	-0.458984	-1.157227
0.710000	0.297852	-1.918945
0.715000	1.552734	-1.650391
0.720000	2.636719	-0.742188
0.725000	3.129883	0.312500
0.730000	2.919922	1.103516
0.735000	2.192383	1.411133
0.740000	1.254883	1.264648
0.745000	0.415039	0.844727
0.750000	-0.151367	0.268555
0.755000	-0.322266	-0.668945
0.760000	0.112305	-1.298828
