# Time_s	x	xdot	xddot	xdddot	dx
0.000000	-0.361328	-0.224609	1.420898	0.869141	-0.546875
0.005000	0.688477	-0.781250	1.420898	0.312500	-0.615234
0.010000	1.391602	0.307617	1.420898	-0.537109	-0.590820
0.015000	0.644531	0.585938	1.420898	-0.527344	1.069336
0.020000	-0.249023	0.166016	1.420898	-0.922852	0.200195
0.025000	0.297852	-0.952148	1.420898	0.600586	-0.610352
0.030000	1.396484	0.087891	1.420898	-0.419922	-0.595703
0.035000	0.883789	0.595703	1.420898	-0.571289	-0.488281
0.040000	-0.068359	0.405273	1.420898	-2.084961	2.163086
0.045000	-0.063477	-0.961914	1.420898	0.839844	-0.600586
0.050000	1.289062	-0.175781	1.420898	-0.249023	-0.605469
0.055000	1.103516	0.561523	1.420898	-0.595703	-0.541992
0.060000	0.141602	0.498047	1.420898	-2.158203	2.709961
0.065000	-0.302734	-0.727539	1.420898	0.966797	-0.585938
0.070000	1.074219	-0.468750	1.420898	-0.014648	-0.615234
0.075000	1.269531	0.478516	1.420898	-0.595703	-0.566406
0.080000	0.366211	0.546875	1.420898	-1.420898	2.304688
0.085000	-0.361328	-0.297852	1.420898	0.903320	-0.556641
0.090000	0.742188	-0.742188	1.420898	0.263672	-0.615234
0.095000	1.386719	0.332031	1.420898	-0.546875	-0.585938
0.100000	0.605469	0.581055	1.420898	-0.522461	1.269531
0.105000	-0.273438	0.112305	1.420898	-0.625000	-0.449219
0.110000	0.361328	-0.937500	1.420898	0.551758	-0.615234
0.115000	1.401367	0.126953	1.420898	-0.444336	-0.595703
0.120000	0.844727	0.595703	1.420898	-0.566406	-0.468750
0.125000	-0.102539	0.380859	1.420898	-1.967773	1.958008
0.130000	-0.009766	-0.976562	1.420898	0.805664	-0.605469
0.135000	1.313477	-0.126953	1.420898	-0.283203	-0.605469
0.140000	1.069336	0.571289	1.420898	-0.595703	-0.537109
0.145000	0.107422	0.488281	1.420898	-2.211914	2.700195
0.150000	-0.278320	-0.786133	1.420898	0.957031	-0.590820
0.155000	1.118164	-0.419922	1.420898	-0.053711	-0.615234
0.160000	1.245117	0.493164	1.416016	-0.595703	-0.561523
0.165000	0.327148	0.537109	1.420898	-1.577148	2.421875
0.170000	-0.361328	-0.375977	1.420898	0.932617	-0.556641
0.175000	0.810547	-0.698242	1.420898	0.214844	-0.615234
0.180000	1.372070	0.366211	1.420898	-0.556641	-0.585938
0.185000	0.566406	0.576172	1.420898	-0.517578	1.464844
0.190000	-0.297852	0.048828	1.420898	-0.312500	-0.488281
0.195000	0.424805	-0.913086	1.420898	0.502930	-0.615234
0.200000	1.406250	0.166016	1.420898	-0.468750	-0.595703
0.205000	0.805664	0.595703	1.420898	-0.556641	-0.439453
0.210000	-0.131836	0.346680	1.420898	-1.826172	1.728516
0.215000	0.043945	-0.986328	1.420898	0.771484	-0.605469
0.220000	1.337891	-0.083008	1.420898	-0.317383	-0.605469
0.225000	1.030273	0.576172	1.425781	-0.590820	-0.527344
0.230000	0.068359	0.478516	1.420898	-2.246094	2.651367
0.235000	-0.244141	-0.834961	1.420898	0.942383	-0.595703
0.240000	1.162109	-0.366211	1.420898	-0.092773	-0.615234
0.245000	1.225586	0.512695	1.420898	-0.600586	-0.561523
0.250000	0.292969	0.537109	1.416016	-1.728516	2.519531
0.255000	-0.361328	-0.449219	1.420898	0.952148	-0.566406
0.260000	0.864258	-0.654297	1.420898	0.166016	-0.615234
0.265000	1.352539	0.390625	1.420898	-0.561523	-0.576172
0.270000	0.527344	0.571289	1.420898	-0.673828	1.655273
0.275000	-0.317383	-0.009766	1.420898	0.029297	-0.507812
0.280000	0.493164	-0.878906	1.420898	0.463867	-0.615234
0.285000	1.411133	0.205078	1.420898	-0.483398	-0.595703
0.290000	0.766602	0.595703	1.420898	-0.551758	-0.190430
0.295000	-0.166016	0.307617	1.420898	-1.650391	1.464844
0.300000	0.102539	-0.986328	1.425781	0.732422	-0.605469
0.305000	1.357422	-0.039062	1.420898	-0.336914	-0.605469
0.310000	0.996094	0.581055	1.420898	-0.585938	-0.517578
0.315000	0.034180	0.463867	1.420898	-2.246094	2.578125
0.320000	-0.205078	-0.878906	1.420898	0.927734	-0.595703
0.325000	1.196289	-0.322266	1.420898	-0.136719	-0.610352
0.330000	1.196289	0.527344	1.425781	-0.595703	-0.556641
