# Time_s	x	xdot
0.000000	0.683594	0.644531
0.005000	0.253906	0.502930
0.010000	-0.092773	0.332031
0.015000	-0.302734	-0.161133
0.020000	-0.195312	-0.771484
0.025000	0.302734	-0.849609
0.030000	0.859375	-0.507812
0.035000	1.196289	-0.034180
0.040000	1.215820	0.361328
0.045000	0.971680	0.590820
0.050000	0.576172	0.639648
0.055000	0.141602	0.590820
0.060000	-0.253906	0.278320
0.065000	-0.424805	-0.561523
0.070000	-0.053711	-1.230469
0.075000	0.747070	-1.132812
0.080000	1.489258	-0.600586
0.085000	1.879883	0.009766
0.090000	1.875000	0.468750
0.095000	1.562500	0.693359
0.100000	1.103516	0.722656
0.105000	0.620117	0.620117
0.110000	0.195312	0.488281
0.115000	-0.131836	0.283203
0.120000	-0.317383	-0.258789
0.125000	-0.141602	-0.820312
0.130000	0.385742	-0.820312
0.135000	0.922852	-0.444336
0.140000	1.210938	0.029297
0.145000	1.191406	0.405273
0.150000	0.922852	0.610352
0.155000	0.517578	0.644531
0.160000	0.083008	0.576172
0.165000	-0.297852	0.185547
0.170000	-0.405273	-0.698242
0.175000	0.048828	-1.254883
0.180000	0.869141	-1.074219
0.185000	1.567383	-0.512695
0.190000	1.904297	0.087891
0.195000	1.845703	0.517578
0.200000	1.503906	0.712891
0.205000	1.035156	0.712891
0.210000	0.556641	0.605469
0.215000	0.141602	0.468750
0.220000	-0.170898	0.229492
0.225000	-0.317383	-0.356445
0.230000	-0.083008	-0.854492
0.235000	0.473633	-0.781250
0.240000	0.981445	-0.375977
0.245000	1.235352	0.092773
0.250000	1.162109	0.444336
0.255000	0.864258	0.615234
0.260000	0.454102	0.639648
0.265000	0.019531	0.551758
0.270000	-0.336914	0.078125
0.275000	-0.380859	-0.825195
0.280000	0.156250	-1.264648
0.285000	0.986328	-1.005859
0.290000	1.645508	-0.415039
0.295000	1.918945	0.161133
0.300000	1.811523	0.561523
0.305000	1.440430	0.722656
0.310000	0.961914	0.698242
0.315000	0.488281	0.585938
0.320000	0.097656	0.449219
0.325000	-0.205078	0.161133
0.330000	-0.312500	-0.454102
0.335000	-0.009766	-0.874023
0.340000	0.556641	-0.732422
0.345000	1.040039	-0.307617
0.350000	1.240234	0.151367
0.355000	1.132812	0.483398
0.360000	0.810547	0.629883
0.365000	0.385742	0.629883
0.370000	-0.039062	0.517578
0.375000	-0.371094	-0.034180
0.380000	-0.336914	-0.942383
0.385000	0.273438	-1.259766
0.390000	1.098633	-0.937500
0.395000	1.708984	-0.327148
0.400000	1.928711	0.234375
0.405000	1.772461	0.595703
0.410000	1.376953	0.727539
0.415000	0.893555	0.688477
0.420000	0.424805	0.566406
0.425000	0.043945	0.424805
0.430000	-0.239258	0.097656
0.435000	-0.292969	-0.546875
0.440000	0.058594	-0.888672
0.445000	0.634766	-0.688477
0.450000	1.088867	-0.239258
0.455000	1.240234	0.209961
0.460000	1.098633	0.512695
0.465000	0.751953	0.639648
0.470000	0.327148	0.620117
0.475000	-0.092773	0.478516
0.480000	-0.400391	-0.161133
0.485000	-0.283203	-1.044922
0.490000	0.390625	-1.250000
0.495000	1.210938	-0.854492
0.500000	1.767578	-0.239258
0.505000	1.928711	0.302734
0.510000	1.723633	0.629883
0.515000	1.303711	0.732422
0.520000	0.820312	0.673828
0.525000	0.366211	0.546875
0.530000	0.000000	0.400391
0.535000	-0.263672	0.014648
0.540000	-0.263672	-0.629883
0.545000	0.136719	-0.883789
0.550000	0.712891	-0.629883
0.555000	1.127930	-0.166016
0.560000	1.240234	0.263672
0.565000	1.059570	0.541992
0.570000	0.693359	0.644531
0.575000	0.263672	0.615234
0.580000	-0.146484	0.424805
0.585000	-0.419922	-0.292969
0.590000	-0.219727	-1.127930
0.595000	0.507812	-1.225586
0.600000	1.303711	-0.771484
0.605000	1.816406	-0.151367
0.610000	1.918945	0.366211
0.615000	1.674805	0.654297
0.620000	1.240234	0.732422
0.625000	0.751953	0.654297
0.630000	0.307617	0.527344
0.635000	-0.043945	0.371094
0.640000	-0.288086	-0.073242
0.645000	-0.234375	-0.708008
0.650000	0.219727	-0.869141
0.655000	0.786133	-0.566406
0.660000	1.162109	-0.097656
0.665000	1.230469	0.312500
0.670000	1.010742	0.571289
0.675000	0.634766	0.644531
0.680000	0.205078	0.605469
0.685000	-0.205078	0.356445
0.690000	-0.424805	-0.429688
0.695000	-0.141602	-1.191406
0.700000	0.629883	-1.181641
0.705000	1.401367	-0.683594
0.710000	1.855469	-0.068359
0.715000	1.899414	0.419922
0.720000	1.621094	0.678711
0.725000	1.171875	0.732422
0.730000	0.688477	0.639648
0.735000	0.253906	0.502930
0.740000	-0.087891	0.332031
0.745000	-0.302734	-0.166016
0.750000	-0.190430	-0.771484
0.755000	0.302734	-0.849609
0.760000	0.859375	-0.507812
0.765000	1.191406	-0.029297
0.770000	1.210938	0.366211
0.775000	0.966797	0.590820
0.780000	0.576172	0.644531
0.785000	0.136719	0.595703
0.790000	-0.253906	0.278320
0.795000	-0.419922	-0.566406
0.800000	-0.048828	-1.235352
0.805000	0.751953	-1.132812
0.810000	1.489258	-0.600586
0.815000	1.879883	0.009766
0.820000	1.875000	0.468750
0.825000	1.562500	0.693359
0.830000	1.103516	0.722656
0.835000	0.620117	0.620117
0.840000	0.200195	0.488281
0.845000	-0.131836	0.283203
0.850000	-0.312500	-0.258789
0.855000	-0.141602	-0.820312
0.860000	0.385742	-0.820312
0.865000	0.927734	-0.439453
0.870000	1.210938	0.029297
0.875000	1.191406	0.405273
0.880000	0.917969	0.610352
0.885000	0.512695	0.644531
0.890000	0.078125	0.576172
0.895000	-0.302734	0.180664
0.900000	-0.405273	-0.698242
0.905000	0.048828	-1.254883
0.910000	0.869141	-1.074219
0.915000	1.572266	-0.507812
0.920000	1.909180	0.092773
0.925000	1.845703	0.517578
0.930000	1.499023	0.712891
0.935000	1.030273	0.712891
0.940000	0.551758	0.605469
