# Time_s	x	xdot
0.000000	1.611328	1.298828
0.005000	0.751953	0.678711
0.010000	0.288086	0.122070
0.015000	0.190430	-0.195312
0.020000	0.312500	-0.224609
0.025000	0.454102	-0.034180
0.030000	0.468750	0.253906
0.035000	0.297852	0.498047
0.040000	-0.034180	0.605469
0.045000	-0.424805	0.063477
0.050000	-0.449219	-1.215820
0.055000	0.341797	-1.958008
0.060000	1.616211	-1.665039
0.065000	2.714844	-0.732422
0.070000	3.193359	0.346680
0.075000	2.963867	1.137695
0.080000	2.216797	1.430664
0.085000	1.259766	1.274414
0.090000	0.415039	0.834961
0.095000	-0.146484	0.249023
0.100000	-0.307617	-0.668945
0.105000	0.126953	-1.259766
0.110000	0.957031	-1.137695
0.115000	1.694336	-0.493164
0.120000	2.011719	0.278320
0.125000	1.826172	0.874023
0.130000	1.245117	1.123047
0.135000	0.502930	1.035156
0.140000	-0.195312	0.610352
0.145000	-0.576172	-0.693359
0.150000	-0.107422	-2.089844
0.155000	1.254883	-2.294922
0.160000	2.758789	-1.494141
0.165000	3.740234	-0.244141
0.170000	3.901367	0.883789
0.175000	3.325195	1.523438
0.180000	2.319336	1.572266
0.185000	1.269531	1.181641
0.190000	0.488281	0.610352
0.195000	0.073242	0.102539
0.200000	-0.009766	-0.166016
0.205000	0.097656	-0.043945
0.210000	0.205078	0.219727
0.215000	0.058594	0.458984
0.220000	-0.249023	0.371094
0.225000	-0.473633	-0.502930
0.230000	-0.131836	-1.523438
0.235000	0.869141	-1.660156
0.240000	1.953125	-1.035156
0.245000	2.631836	-0.073242
0.250000	2.680664	0.776367
0.255000	2.167969	1.254883
0.260000	1.328125	1.284180
0.265000	0.478516	0.981445
0.270000	-0.175781	0.424805
0.275000	-0.444336	-0.737305
0.280000	0.039062	-1.718750
0.285000	1.166992	-1.713867
0.290000	2.294922	-0.966797
0.295000	2.924805	0.053711
0.300000	2.890625	0.917969
0.305000	2.290039	1.347656
0.310000	1.396484	1.303711
0.315000	0.527344	0.947266
0.320000	-0.102539	0.410156
0.325000	-0.366211	-0.566406
0.330000	0.004883	-1.406250
0.335000	0.927734	-1.411133
0.340000	1.845703	-0.781250
0.345000	2.363281	0.097656
0.350000	2.299805	0.830078
0.355000	1.748047	1.201172
0.360000	0.952148	1.171875
0.365000	0.175781	0.859375
0.370000	-0.395508	0.068359
0.375000	-0.419922	-1.347656
0.380000	0.458984	-2.084961
0.385000	1.821289	-1.743164
0.390000	2.968750	-0.742188
0.395000	3.461914	0.385742
0.400000	3.203125	1.206055
0.405000	2.412109	1.494141
0.410000	1.416016	1.308594
0.415000	0.546875	0.839844
0.420000	-0.014648	0.302734
0.425000	-0.214844	-0.361328
0.430000	0.014648	-0.859375
0.435000	0.571289	-0.791016
0.440000	1.083984	-0.322266
0.445000	1.284180	0.258789
0.450000	1.118164	0.727539
0.455000	0.629883	0.937500
0.460000	0.004883	0.859375
0.465000	-0.546875	-0.034180
0.470000	-0.498047	-1.748047
0.475000	0.639648	-2.587891
0.480000	2.338867	-2.143555
0.485000	3.745117	-0.922852
0.490000	4.355469	0.429688
0.495000	4.077148	1.391602
0.500000	3.159180	1.728516
0.505000	2.021484	1.484375
0.510000	1.035156	0.913086
0.515000	0.419922	0.302734
0.520000	0.209961	-0.117188
0.525000	0.278320	-0.249023
0.530000	0.429688	-0.122070
0.535000	0.502930	0.146484
0.540000	0.405273	0.424805
0.545000	0.117188	0.600586
0.550000	-0.278320	0.400391
0.555000	-0.517578	-0.673828
0.560000	-0.068359	-1.796875
0.565000	1.108398	-1.889648
0.570000	2.348633	-1.157227
0.575000	3.105469	-0.068359
0.580000	3.149414	0.874023
0.585000	2.568359	1.381836
0.590000	1.660156	1.391602
0.595000	0.737305	1.030273
0.600000	0.043945	0.522461
0.605000	-0.297852	-0.258789
0.610000	-0.122070	-1.103516
0.615000	0.595703	-1.245117
0.620000	1.401367	-0.776367
0.625000	1.904297	-0.024414
0.630000	1.923828	0.664062
0.635000	1.479492	1.059570
0.640000	0.781250	1.098633
0.645000	0.048828	0.849609
0.650000	-0.507812	-0.097656
0.655000	-0.419922	-1.689453
0.660000	0.683594	-2.387695
0.665000	2.241211	-1.904297
0.670000	3.496094	-0.742188
0.675000	3.984375	0.502930
0.680000	3.657227	1.357422
0.685000	2.758789	1.630859
0.690000	1.674805	1.376953
0.695000	0.766602	0.834961
0.700000	0.205078	0.273438
0.705000	0.014648	-0.092773
0.710000	0.068359	-0.205078
0.715000	0.195312	-0.073242
0.720000	0.234375	0.180664
0.725000	0.112305	0.434570
0.730000	-0.175781	0.454102
0.735000	-0.458984	-0.288086
0.740000	-0.258789	-1.411133
0.745000	0.664062	-1.738281
0.750000	1.796875	-1.225586
0.755000	2.597656	-0.278320
0.760000	2.783203	0.639648
0.765000	2.363281	1.215820
0.770000	1.552734	1.328125
0.775000	0.673828	1.069336
0.780000	-0.039062	0.590820
0.785000	-0.419922	-0.405273
0.790000	-0.146484	-1.523438
0.795000	0.854492	-1.738281
0.800000	1.992188	-1.137695
0.805000	2.734375	-0.166016
0.810000	2.841797	0.742188
0.815000	2.358398	1.259766
0.820000	1.518555	1.318359
0.825000	0.639648	1.030273
0.830000	-0.043945	0.537109
0.835000	-0.395508	-0.424805
0.840000	-0.107422	-1.440430
0.845000	0.834961	-1.586914
0.850000	1.870117	-1.000977
0.855000	2.519531	-0.083008
0.860000	2.573242	0.751953
0.865000	2.084961	1.220703
0.870000	1.274414	1.254883
0.875000	0.444336	0.966797
0.880000	-0.205078	0.400391
0.885000	-0.458984	-0.795898
0.890000	0.068359	-1.787109
0.895000	1.235352	-1.757812
0.900000	2.387695	-0.976562
0.905000	3.032227	0.073242
0.910000	2.978516	0.942383
0.915000	2.363281	1.372070
0.920000	1.450195	1.323242
0.925000	0.576172	0.952148
0.930000	-0.063477	0.424805
0.935000	-0.336914	-0.473633
0.940000	-0.024414	-1.274414
0.945000	0.810547	-1.298828
0.950000	1.660156	-0.727539
0.955000	2.138672	0.087891
0.960000	2.080078	0.781250
0.965000	1.562500	1.142578
0.970000	0.810547	1.123047
0.975000	0.063477	0.825195
