# Time_s	x	xdot	xddot	xdddot
2.575000	0.629883	0.644531	0.087891	-0.610352
2.580000	-0.190430	0.341797	1.147461	-1.689453
2.585000	-0.141602	-1.137695	-0.043945	1.113281
2.590000	1.328125	-0.644531	-0.893555	0.043945
2.595000	1.791992	0.415039	-0.371094	-0.659180
2.600000	1.083984	0.703125	0.122070	-0.629883
2.605000	0.185547	0.498047	0.283203	-1.884766
2.610000	-0.322266	-0.297852	0.908203	0.854492
2.615000	0.424805	-0.849609	-0.610352	0.449219
2.620000	1.274414	0.029297	-0.571289	-0.415039
2.625000	0.991211	0.610352	-0.048828	-0.639648
2.630000	0.151367	0.576172	0.405273	-2.490234
2.635000	-0.410156	-0.517578	1.040039	1.162109
2.640000	0.688477	-1.088867	-0.776367	0.566406
2.645000	1.782227	0.004883	-0.659180	-0.458984
2.650000	1.474609	0.673828	-0.039062	-0.703125
2.655000	0.561523	0.615234	0.185547	-0.620117
2.660000	-0.175781	0.234375	0.937500	-1.191406
2.665000	-0.078125	-0.888672	-0.136719	0.800781
2.670000	1.035156	-0.395508	-0.717773	-0.087891
2.675000	1.240234	0.439453	-0.268555	-0.620117
2.680000	0.532227	0.639648	0.107422	-1.113281
2.685000	-0.268555	0.214844	1.274414	-1.005859
2.690000	0.004883	-1.196289	-0.253906	1.030273
2.695000	1.464844	-0.507812	-0.869141	-0.078125
2.700000	1.752930	0.488281	-0.292969	-0.683594
2.705000	0.976562	0.693359	0.146484	-0.600586
2.710000	0.107422	0.468750	0.395508	-2.006836
2.715000	-0.322266	-0.458984	0.708008	0.898438
2.720000	0.571289	-0.781250	-0.668945	0.332031
2.725000	1.298828	0.126953	-0.512695	-0.473633
2.730000	0.908203	0.625000	-0.009766	-0.629883
2.735000	0.058594	0.546875	0.590820	-2.543945
2.740000	-0.385742	-0.717773	0.727539	1.201172
2.745000	0.874023	-0.991211	-0.834961	0.429688
2.750000	1.811523	0.126953	-0.590820	-0.527344
2.755000	1.381836	0.693359	0.014648	-0.688477
2.760000	0.463867	0.581055	0.185547	-1.020508
2.765000	-0.234375	0.126953	1.025391	-0.610352
2.770000	0.034180	-0.922852	-0.292969	0.727539
2.775000	1.123047	-0.283203	-0.693359	-0.180664
2.780000	1.191406	0.498047	-0.205078	-0.629883
2.785000	0.429688	0.625000	0.131836	-1.586914
2.790000	-0.332031	0.053711	1.352539	-0.146484
2.795000	0.166016	-1.215820	-0.434570	0.927734
2.800000	1.572266	-0.366211	-0.830078	-0.190430
2.805000	1.699219	0.551758	-0.219727	-0.703125
2.810000	0.864258	0.678711	0.166016	-0.576172
2.815000	0.024414	0.434570	0.541992	-2.006836
2.820000	-0.292969	-0.610352	0.458984	0.917969
2.825000	0.698242	-0.693359	-0.708008	0.219727
2.830000	1.303711	0.219727	-0.449219	-0.527344
2.835000	0.810547	0.639648	0.029297	-0.625000
2.840000	-0.034180	0.502930	0.795898	-2.431641
2.845000	-0.327148	-0.903320	0.429688	1.196289
2.850000	1.044922	-0.878906	-0.883789	0.292969
2.855000	1.821289	0.234375	-0.517578	-0.585938
2.860000	1.274414	0.703125	0.058594	-0.668945
2.865000	0.356445	0.551758	0.185547	-1.391602
2.870000	-0.283203	-0.009766	1.049805	0.097656
2.875000	0.166016	-0.917969	-0.424805	0.639648
2.880000	1.196289	-0.175781	-0.654297	-0.273438
2.885000	1.127930	0.541992	-0.146484	-0.644531
2.890000	0.332031	0.615234	0.170898	-1.992188
2.895000	-0.380859	-0.131836	1.337891	0.859375
2.900000	0.346680	-1.196289	-0.585938	0.805664
2.905000	1.665039	-0.234375	-0.781250	-0.292969
2.910000	1.625977	0.610352	-0.151367	-0.708008
2.915000	0.756836	0.654297	0.175781	-0.541992
2.920000	-0.048828	0.380859	0.688477	-1.865234
2.925000	-0.244141	-0.742188	0.229492	0.898438
2.930000	0.830078	-0.600586	-0.727539	0.107422
2.935000	1.293945	0.307617	-0.380859	-0.566406
2.940000	0.712891	0.644531	0.063477	-0.610352
2.945000	-0.122070	0.424805	0.996094	-2.114258
2.950000	-0.239258	-1.049805	0.166016	1.162109
2.955000	1.210938	-0.756836	-0.893555	0.156250
2.960000	1.816406	0.336914	-0.434570	-0.629883
2.965000	1.176758	0.703125	0.092773	-0.644531
2.970000	0.268555	0.522461	0.214844	-1.694336
2.975000	-0.317383	-0.156250	1.010742	0.786133
2.980000	0.307617	-0.893555	-0.537109	0.537109
2.985000	1.245117	-0.063477	-0.615234	-0.351562
2.990000	1.054688	0.581055	-0.092773	-0.649414
2.995000	0.234375	0.595703	0.273438	-2.314453
3.000000	-0.405273	-0.332031	1.225586	1.088867
3.005000	0.532227	-1.147461	-0.693359	0.678711
3.010000	1.738281	-0.097656	-0.717773	-0.385742
3.015000	1.547852	0.644531	-0.087891	-0.708008
3.020000	0.649414	0.634766	0.185547	-0.517578
3.025000	-0.122070	0.307617	0.830078	-1.567383
3.030000	-0.166016	-0.839844	0.024414	0.854492
3.035000	0.942383	-0.488281	-0.727539	0.000000
3.040000	1.264648	0.380859	-0.317383	-0.600586
3.045000	0.620117	0.644531	0.087891	-0.668945
3.050000	-0.205078	0.327148	1.171875	-1.601562
3.055000	-0.117188	-1.147461	-0.078125	1.098633
3.060000	1.347656	-0.625000	-0.888672	0.029297
3.065000	1.787109	0.419922	-0.356445	-0.664062
3.070000	1.069336	0.703125	0.126953	-0.620117
3.075000	0.180664	0.493164	0.297852	-1.904297
3.080000	-0.322266	-0.317383	0.883789	0.859375
3.085000	0.449219	-0.834961	-0.615234	0.429688
3.090000	1.279297	0.043945	-0.561523	-0.419922
3.095000	0.976562	0.610352	-0.043945	-0.639648
3.100000	0.141602	0.571289	0.429688	-2.504883
3.105000	-0.400391	-0.546875	0.991211	1.166992
3.110000	0.717773	-1.074219	-0.786133	0.551758
3.115000	1.787109	0.024414	-0.649414	-0.468750
3.120000	1.459961	0.678711	-0.029297	-0.698242
3.125000	0.541992	0.610352	0.190430	-0.673828
3.130000	-0.185547	0.224609	0.952148	-1.113281
3.135000	-0.063477	-0.898438	-0.156250	0.795898
3.140000	1.044922	-0.380859	-0.712891	-0.097656
3.145000	1.240234	0.449219	-0.258789	-0.620117
3.150000	0.522461	0.634766	0.112305	-1.181641
3.155000	-0.278320	0.195312	1.289062	-0.893555
3.160000	0.024414	-1.201172	-0.283203	1.015625
3.165000	1.474609	-0.483398	-0.869141	-0.087891
3.170000	1.743164	0.493164	-0.283203	-0.688477
3.175000	0.957031	0.688477	0.146484	-0.595703
3.180000	0.092773	0.458984	0.415039	-2.016602
3.185000	-0.322266	-0.478516	0.668945	0.903320
3.190000	0.585938	-0.771484	-0.673828	0.317383
3.195000	1.298828	0.141602	-0.502930	-0.483398
3.200000	0.893555	0.629883	-0.004883	-0.629883
3.205000	0.043945	0.537109	0.615234	-2.543945
3.210000	-0.375977	-0.747070	0.683594	1.201172
3.215000	0.898438	-0.976562	-0.849609	0.410156
3.220000	1.816406	0.141602	-0.581055	-0.537109
3.225000	1.362305	0.693359	0.019531	-0.683594
3.230000	0.444336	0.576172	0.185547	-1.083984
3.235000	-0.244141	0.107422	1.035156	-0.512695
3.240000	0.058594	-0.922852	-0.312500	0.717773
3.245000	1.137695	-0.268555	-0.688477	-0.195312
3.250000	1.186523	0.502930	-0.200195	-0.629883
3.255000	0.419922	0.620117	0.131836	-1.650391
3.260000	-0.341797	0.029297	1.352539	-0.009766
3.265000	0.190430	-1.215820	-0.458984	0.913086
3.270000	1.582031	-0.351562	-0.825195	-0.205078
3.275000	1.689453	0.561523	-0.209961	-0.703125
3.280000	0.849609	0.673828	0.166016	-0.566406
3.285000	0.014648	0.424805	0.561523	-1.997070
3.290000	-0.288086	-0.629883	0.424805	0.913086
3.295000	0.722656	-0.678711	-0.712891	0.200195
3.300000	1.303711	0.234375	-0.439453	-0.537109
3.305000	0.800781	0.644531	0.034180	-0.620117
3.310000	-0.043945	0.493164	0.825195	-2.397461
3.315000	-0.317383	-0.927734	0.390625	1.196289
3.320000	1.069336	-0.864258	-0.883789	0.268555
3.325000	1.821289	0.253906	-0.502930	-0.595703
3.330000	1.259766	0.703125	0.063477	-0.668945
3.335000	0.346680	0.541992	0.185547	-1.440430
3.340000	-0.288086	-0.029297	1.049805	0.214844
3.345000	0.185547	-0.917969	-0.449219	0.620117
3.350000	1.201172	-0.156250	-0.649414	-0.283203
3.355000	1.118164	0.546875	-0.141602	-0.644531
3.360000	0.317383	0.615234	0.180664	-2.050781
3.365000	-0.385742	-0.161133	1.323242	0.976562
3.370000	0.371094	-1.191406	-0.605469	0.791016
3.375000	1.674805	-0.209961	-0.766602	-0.307617
3.380000	1.616211	0.615234	-0.141602	-0.708008
3.385000	0.737305	0.654297	0.180664	-0.537109
3.390000	-0.058594	0.371094	0.712891	-1.831055
3.395000	-0.234375	-0.756836	0.200195	0.893555
3.400000	0.844727	-0.585938	-0.727539	0.087891
3.405000	1.289062	0.317383	-0.375977	-0.576172
3.410000	0.703125	0.644531	0.068359	-0.605469
3.415000	-0.131836	0.415039	1.020508	-2.055664
3.420000	-0.219727	-1.064453	0.131836	1.157227
3.425000	1.230469	-0.737305	-0.893555	0.136719
3.430000	1.811523	0.346680	-0.424805	-0.629883
3.435000	1.162109	0.703125	0.097656	-0.639648
3.440000	0.253906	0.517578	0.224609	-1.733398
3.445000	-0.322266	-0.180664	0.996094	0.800781
3.450000	0.327148	-0.883789	-0.546875	0.522461
3.455000	1.250000	-0.048828	-0.610352	-0.366211
3.460000	1.049805	0.585938	-0.087891	-0.649414
3.465000	0.224609	0.590820	0.292969	-2.353516
3.470000	-0.410156	-0.361328	1.201172	1.103516
3.475000	0.561523	-1.142578	-0.712891	0.659180
3.480000	1.738281	-0.078125	-0.708008	-0.400391
3.485000	1.533203	0.654297	-0.078125	-0.708008
3.490000	0.629883	0.625000	0.185547	-0.512695
3.495000	-0.131836	0.302734	0.854492	-1.508789
3.500000	-0.151367	-0.849609	-0.004883	0.844727
3.505000	0.957031	-0.473633	-0.727539	-0.014648
3.510000	1.259766	0.395508	-0.312500	-0.605469
3.515000	0.605469	0.639648	0.097656	-0.742188
3.520000	-0.214844	0.307617	1.196289	-1.508789
3.525000	-0.097656	-1.157227	-0.107422	1.088867
3.530000	1.367188	-0.605469	-0.883789	0.009766
3.535000	1.782227	0.434570	-0.346680	-0.668945
3.540000	1.049805	0.703125	0.131836	-0.620117
3.545000	0.166016	0.488281	0.307617	-1.928711
3.550000	-0.327148	-0.341797	0.859375	0.869141
3.555000	0.468750	-0.830078	-0.625000	0.415039
3.560000	1.284180	0.058594	-0.556641	-0.434570
3.565000	0.961914	0.615234	-0.039062	-0.639648
3.570000	0.122070	0.571289	0.458984	-2.519531
3.575000	-0.405273	-0.576172	0.947266	1.171875
3.580000	0.747070	-1.059570	-0.791016	0.527344
3.585000	1.787109	0.043945	-0.634766	-0.478516
3.590000	1.445312	0.683594	-0.019531	-0.698242
3.595000	0.527344	0.600586	0.190430	-0.737305
3.600000	-0.195312	0.205078	0.966797	-1.030273
3.605000	-0.048828	-0.903320	-0.180664	0.786133
3.610000	1.059570	-0.366211	-0.708008	-0.117188
3.615000	1.230469	0.458984	-0.249023	-0.629883
3.620000	0.502930	0.634766	0.117188	-1.254883
3.625000	-0.288086	0.170898	1.303711	-0.766602
3.630000	0.048828	-1.201172	-0.312500	0.996094
3.635000	1.499023	-0.468750	-0.859375	-0.112305
3.640000	1.738281	0.507812	-0.268555	-0.688477
3.645000	0.937500	0.688477	0.156250	-0.595703
3.650000	0.078125	0.458984	0.439453	-2.026367
3.655000	-0.317383	-0.507812	0.634766	0.908203
3.660000	0.610352	-0.756836	-0.678711	0.297852
3.665000	1.303711	0.156250	-0.493164	-0.493164
3.670000	0.878906	0.634766	0.004883	-0.629883
3.675000	0.029297	0.537109	0.649414	-2.534180
3.680000	-0.371094	-0.776367	0.634766	1.201172
3.685000	0.927734	-0.957031	-0.859375	0.385742
3.690000	1.816406	0.161133	-0.571289	-0.546875
3.695000	1.347656	0.693359	0.024414	-0.683594
3.700000	0.424805	0.576172	0.185547	-1.137695
3.705000	-0.249023	0.087891	1.040039	-0.410156
3.710000	0.073242	-0.922852	-0.332031	0.698242
3.715000	1.147461	-0.253906	-0.683594	-0.209961
3.720000	1.171875	0.512695	-0.190430	-0.634766
3.725000	0.405273	0.625000	0.136719	-1.718750
3.730000	-0.351562	0.000000	1.352539	0.141602
3.735000	0.224609	-1.215820	-0.478516	0.893555
3.740000	1.601562	-0.332031	-0.820312	-0.224609
3.745000	1.674805	0.571289	-0.200195	-0.708008
3.750000	0.834961	0.673828	0.170898	-0.566406
3.755000	0.000000	0.419922	0.585938	-1.977539
3.760000	-0.278320	-0.649414	0.390625	0.913086
3.765000	0.742188	-0.668945	-0.712891	0.185547
3.770000	1.303711	0.249023	-0.429688	-0.541992
3.775000	0.786133	0.644531	0.043945	-0.620117
3.780000	-0.058594	0.478516	0.859375	-2.353516
3.785000	-0.307617	-0.952148	0.346680	1.191406
3.790000	1.093750	-0.849609	-0.888672	0.253906
3.795000	1.821289	0.268555	-0.493164	-0.600586
3.800000	1.245117	0.703125	0.068359	-0.664062
3.805000	0.332031	0.537109	0.180664	-1.484375
3.810000	-0.292969	-0.053711	1.044922	0.332031
3.815000	0.209961	-0.913086	-0.463867	0.610352
3.820000	1.210938	-0.136719	-0.639648	-0.297852
3.825000	1.108398	0.556641	-0.131836	-0.644531
3.830000	0.302734	0.610352	0.195312	-2.104492
3.835000	-0.390625	-0.190430	1.313477	1.010742
3.840000	0.400391	-1.186523	-0.620117	0.771484
3.845000	1.689453	-0.195312	-0.761719	-0.322266
3.850000	1.606445	0.615234	-0.131836	-0.708008
3.855000	0.722656	0.649414	0.180664	-0.537109
3.860000	-0.073242	0.366211	0.732422	-1.796875
3.865000	-0.219727	-0.776367	0.166016	0.888672
3.870000	0.864258	-0.566406	-0.732422	0.073242
3.875000	1.284180	0.327148	-0.371094	-0.581055
3.880000	0.688477	0.644531	0.073242	-0.600586
3.885000	-0.151367	0.400391	1.049805	-1.982422
3.890000	-0.205078	-1.079102	0.087891	1.147461
3.895000	1.245117	-0.717773	-0.898438	0.117188
3.900000	1.806641	0.361328	-0.410156	-0.634766
3.905000	1.147461	0.708008	0.107422	-0.634766
3.910000	0.239258	0.517578	0.229492	-1.767578
3.915000	-0.322266	-0.205078	0.981445	0.810547
3.920000	0.346680	-0.883789	-0.566406	0.502930
3.925000	1.250000	-0.029297	-0.600586	-0.371094
3.930000	1.035156	0.590820	-0.083008	-0.644531
3.935000	0.209961	0.585938	0.312500	-2.387695
3.940000	-0.410156	-0.395508	1.166992	1.118164
3.945000	0.590820	-1.127930	-0.722656	0.639648
3.950000	1.752930	-0.063477	-0.698242	-0.415039
3.955000	1.523438	0.654297	-0.068359	-0.708008
3.960000	0.620117	0.620117	0.185547	-0.502930
3.965000	-0.141602	0.292969	0.874023	-1.450195
3.970000	-0.136719	-0.859375	-0.029297	0.844727
3.975000	0.976562	-0.458984	-0.727539	-0.029297
3.980000	1.254883	0.400391	-0.302734	-0.610352
3.985000	0.590820	0.644531	0.097656	-0.820312
3.990000	-0.229492	0.288086	1.215820	-1.411133
3.995000	-0.078125	-1.166992	-0.141602	1.083984
4.000000	1.386719	-0.585938	-0.883789	-0.009766
4.005000	1.777344	0.449219	-0.332031	-0.668945
4.010000	1.035156	0.698242	0.136719	-0.620117
4.015000	0.151367	0.488281	0.327148	-1.948242
4.020000	-0.322266	-0.366211	0.830078	0.878906
4.025000	0.488281	-0.825195	-0.629883	0.390625
4.030000	1.284180	0.073242	-0.541992	-0.444336
4.035000	0.952148	0.615234	-0.034180	-0.634766
4.040000	0.107422	0.566406	0.478516	-2.534180
4.045000	-0.400391	-0.605469	0.908203	1.181641
4.050000	0.771484	-1.044922	-0.805664	0.507812
4.055000	1.796875	0.058594	-0.629883	-0.493164
4.060000	1.430664	0.683594	-0.014648	-0.698242
4.065000	0.512695	0.600586	0.185547	-0.795898
4.070000	-0.205078	0.190430	0.981445	-0.952148
4.075000	-0.029297	-0.908203	-0.205078	0.771484
4.080000	1.074219	-0.351562	-0.708008	-0.131836
4.085000	1.220703	0.463867	-0.239258	-0.629883
4.090000	0.488281	0.634766	0.117188	-1.328125
4.095000	-0.297852	0.151367	1.313477	-0.644531
4.100000	0.073242	-1.210938	-0.336914	0.986328
4.105000	1.513672	-0.449219	-0.854492	-0.131836
4.110000	1.723633	0.517578	-0.258789	-0.693359
4.115000	0.927734	0.683594	0.156250	-0.590820
4.120000	0.068359	0.458984	0.458984	-2.021484
4.125000	-0.312500	-0.522461	0.600586	0.908203
4.130000	0.625000	-0.742188	-0.683594	0.283203
4.135000	1.303711	0.170898	-0.483398	-0.498047
4.140000	0.859375	0.634766	0.004883	-0.629883
4.145000	0.014648	0.532227	0.678711	-2.514648
4.150000	-0.366211	-0.805664	0.595703	1.201172
4.155000	0.947266	-0.947266	-0.859375	0.371094
4.160000	1.816406	0.175781	-0.556641	-0.556641
4.165000	1.333008	0.698242	0.029297	-0.673828
4.170000	0.415039	0.566406	0.180664	-1.191406
4.175000	-0.258789	0.068359	1.040039	-0.312500
4.180000	0.092773	-0.922852	-0.351562	0.688477
4.185000	1.157227	-0.239258	-0.678711	-0.224609
4.190000	1.162109	0.522461	-0.180664	-0.634766
4.195000	0.385742	0.620117	0.141602	-1.777344
4.200000	-0.356445	-0.024414	1.352539	0.283203
4.205000	0.249023	-1.210938	-0.507812	0.878906
4.210000	1.616211	-0.307617	-0.810547	-0.239258
4.215000	1.665039	0.571289	-0.190430	-0.708008
4.220000	0.820312	0.668945	0.170898	-0.561523
4.225000	-0.009766	0.410156	0.600586	-1.962891
4.230000	-0.273438	-0.668945	0.356445	0.913086
4.235000	0.761719	-0.654297	-0.712891	0.170898
4.240000	1.298828	0.258789	-0.419922	-0.546875
4.245000	0.766602	0.644531	0.043945	-0.620117
4.250000	-0.073242	0.468750	0.883789	-2.314453
4.255000	-0.292969	-0.971680	0.307617	1.181641
4.260000	1.118164	-0.830078	-0.888672	0.229492
4.265000	1.821289	0.283203	-0.478516	-0.610352
4.270000	1.235352	0.703125	0.073242	-0.659180
4.275000	0.317383	0.537109	0.185547	-1.528320
4.280000	-0.297852	-0.073242	1.040039	0.439453
4.285000	0.224609	-0.913086	-0.473633	0.595703
4.290000	1.220703	-0.122070	-0.634766	-0.307617
4.295000	1.098633	0.561523	-0.122070	-0.644531
4.300000	0.288086	0.605469	0.209961	-2.153320
4.305000	-0.400391	-0.224609	1.298828	1.035156
4.310000	0.429688	-1.176758	-0.634766	0.751953
4.315000	1.699219	-0.170898	-0.751953	-0.336914
4.320000	1.591797	0.620117	-0.122070	-0.703125
4.325000	0.703125	0.644531	0.185547	-0.527344
4.330000	-0.083008	0.356445	0.751953	-1.752930
4.335000	-0.209961	-0.791016	0.136719	0.883789
4.340000	0.878906	-0.551758	-0.727539	0.058594
4.345000	1.279297	0.336914	-0.356445	-0.585938
4.350000	0.673828	0.644531	0.073242	-0.600586
4.355000	-0.161133	0.385742	1.079102	-1.914062
4.360000	-0.190430	-1.098633	0.053711	1.137695
4.365000	1.269531	-0.698242	-0.893555	0.097656
4.370000	1.801758	0.375977	-0.400391	-0.644531
4.375000	1.127930	0.708008	0.107422	-0.629883
4.380000	0.224609	0.512695	0.244141	-1.801758
4.385000	-0.322266	-0.229492	0.966797	0.820312
4.390000	0.366211	-0.869141	-0.576172	0.488281
4.395000	1.254883	-0.014648	-0.595703	-0.385742
4.400000	1.020508	0.595703	-0.073242	-0.639648
4.405000	0.190430	0.581055	0.336914	-2.416992
4.410000	-0.410156	-0.424805	1.142578	1.127930
4.415000	0.615234	-1.118164	-0.742188	0.620117
4.420000	1.757812	-0.043945	-0.688477	-0.424805
4.425000	1.508789	0.659180	-0.063477	-0.708008
4.430000	0.605469	0.620117	0.185547	-0.498047
4.435000	-0.156250	0.273438	0.888672	-1.386719
4.440000	-0.122070	-0.869141	-0.058594	0.834961
4.445000	0.991211	-0.444336	-0.727539	-0.043945
4.450000	1.250000	0.415039	-0.297852	-0.615234
4.455000	0.576172	0.644531	0.102539	-0.898438
4.460000	-0.244141	0.273438	1.235352	-1.308594
4.465000	-0.053711	-1.181641	-0.170898	1.064453
4.470000	1.406250	-0.566406	-0.878906	-0.024414
4.475000	1.767578	0.458984	-0.322266	-0.673828
4.480000	1.015625	0.693359	0.136719	-0.615234
4.485000	0.141602	0.478516	0.346680	-1.962891
4.490000	-0.322266	-0.390625	0.800781	0.888672
4.495000	0.507812	-0.810547	-0.639648	0.380859
4.500000	1.289062	0.087891	-0.537109	-0.449219
4.505000	0.937500	0.615234	-0.029297	-0.634766
4.510000	0.097656	0.561523	0.512695	-2.539062
4.515000	-0.395508	-0.639648	0.859375	1.186523
4.520000	0.795898	-1.030273	-0.815430	0.483398
4.525000	1.796875	0.078125	-0.620117	-0.498047
4.530000	1.416016	0.683594	-0.004883	-0.693359
4.535000	0.498047	0.595703	0.185547	-0.854492
4.540000	-0.214844	0.170898	0.991211	-0.864258
4.545000	-0.014648	-0.908203	-0.229492	0.761719
4.550000	1.083984	-0.332031	-0.708008	-0.141602
4.555000	1.215820	0.473633	-0.234375	-0.629883
4.560000	0.473633	0.629883	0.126953	-1.396484
4.565000	-0.312500	0.122070	1.333008	-0.517578
4.570000	0.097656	-1.206055	-0.366211	0.971680
4.575000	1.528320	-0.429688	-0.849609	-0.141602
4.580000	1.718750	0.527344	-0.249023	-0.698242
4.585000	0.913086	0.683594	0.161133	-0.585938
4.590000	0.063477	0.449219	0.478516	-2.021484
4.595000	-0.307617	-0.546875	0.561523	0.908203
4.600000	0.644531	-0.727539	-0.693359	0.263672
4.605000	1.298828	0.180664	-0.473633	-0.507812
4.610000	0.854492	0.634766	0.014648	-0.625000
4.615000	0.000000	0.522461	0.708008	-2.500000
4.620000	-0.356445	-0.830078	0.551758	1.201172
4.625000	0.976562	-0.932617	-0.869141	0.346680
4.630000	1.821289	0.190430	-0.546875	-0.561523
4.635000	1.318359	0.698242	0.034180	-0.673828
4.640000	0.400391	0.566406	0.185547	-1.240234
4.645000	-0.263672	0.053711	1.044922	-0.219727
4.650000	0.112305	-0.922852	-0.371094	0.673828
4.655000	1.162109	-0.219727	-0.673828	-0.234375
4.660000	1.157227	0.522461	-0.170898	-0.634766
4.665000	0.371094	0.615234	0.141602	-1.835938
4.670000	-0.361328	-0.048828	1.352539	0.429688
4.675000	0.273438	-1.206055	-0.522461	0.859375
4.680000	1.625977	-0.292969	-0.800781	-0.253906
4.685000	1.660156	0.585938	-0.175781	-0.708008
4.690000	0.800781	0.668945	0.175781	-0.556641
4.695000	-0.019531	0.405273	0.625000	-1.938477
4.700000	-0.268555	-0.683594	0.322266	0.908203
4.705000	0.771484	-0.639648	-0.717773	0.151367
4.710000	1.298828	0.273438	-0.410156	-0.556641
4.715000	0.756836	0.644531	0.048828	-0.615234
4.720000	-0.087891	0.463867	0.908203	-2.265625
4.725000	-0.283203	-0.991211	0.273438	1.181641
4.730000	1.142578	-0.810547	-0.883789	0.214844
4.735000	1.816406	0.297852	-0.468750	-0.615234
4.740000	1.225586	0.708008	0.083008	-0.654297
4.745000	0.302734	0.537109	0.190430	-1.562500
4.750000	-0.302734	-0.087891	1.040039	0.541992
4.755000	0.244141	-0.908203	-0.488281	0.581055
4.760000	1.220703	-0.112305	-0.629883	-0.317383
4.765000	1.088867	0.566406	-0.117188	-0.644531
4.770000	0.273438	0.600586	0.219727	-2.192383
4.775000	-0.400391	-0.249023	1.279297	1.044922
4.780000	0.449219	-1.171875	-0.649414	0.732422
4.785000	1.704102	-0.156250	-0.747070	-0.351562
4.790000	1.577148	0.625000	-0.112305	-0.708008
4.795000	0.693359	0.644531	0.185547	-0.522461
4.800000	-0.087891	0.346680	0.766602	-1.718750
4.805000	-0.200195	-0.800781	0.107422	0.874023
4.810000	0.893555	-0.537109	-0.727539	0.043945
4.815000	1.274414	0.351562	-0.346680	-0.595703
4.820000	0.659180	0.644531	0.073242	-0.595703
4.825000	-0.170898	0.371094	1.098633	-1.840820
4.830000	-0.170898	-1.108398	0.019531	1.127930
4.835000	1.284180	-0.678711	-0.893555	0.078125
4.840000	1.796875	0.390625	-0.390625	-0.649414
4.845000	1.118164	0.703125	0.117188	-0.629883
4.850000	0.219727	0.502930	0.253906	-1.816406
4.855000	-0.322266	-0.239258	0.942383	0.825195
4.860000	0.375977	-0.864258	-0.581055	0.478516
4.865000	1.254883	-0.004883	-0.585938	-0.390625
4.870000	1.010742	0.595703	-0.068359	-0.639648
4.875000	0.175781	0.576172	0.361328	-2.436523
4.880000	-0.410156	-0.454102	1.103516	1.137695
4.885000	0.634766	-1.103516	-0.751953	0.605469
4.890000	1.767578	-0.029297	-0.678711	-0.434570
4.895000	1.494141	0.664062	-0.053711	-0.703125
4.900000	0.590820	0.615234	0.185547	-0.498047
4.905000	-0.161133	0.268555	0.898438	-1.333008
4.910000	-0.112305	-0.869141	-0.083008	0.825195
4.915000	0.991211	-0.434570	-0.717773	-0.053711
4.920000	1.240234	0.419922	-0.288086	-0.615234
4.925000	0.561523	0.639648	0.102539	-0.971680
4.930000	-0.249023	0.253906	1.245117	-1.210938
4.935000	-0.034180	-1.181641	-0.200195	1.054688
4.940000	1.425781	-0.546875	-0.874023	-0.043945
4.945000	1.762695	0.463867	-0.317383	-0.678711
4.950000	1.005859	0.693359	0.141602	-0.605469
4.955000	0.131836	0.473633	0.351562	-1.972656
4.960000	-0.322266	-0.405273	0.776367	0.888672
4.965000	0.517578	-0.795898	-0.639648	0.366211
4.970000	1.284180	0.097656	-0.527344	-0.458984
4.975000	0.927734	0.615234	-0.024414	-0.629883
4.980000	0.083008	0.551758	0.527344	-2.539062
4.985000	-0.395508	-0.659180	0.820312	1.186523
4.990000	0.815430	-1.020508	-0.825195	0.468750
4.995000	1.796875	0.092773	-0.610352	-0.507812
5.000000	1.401367	0.683594	0.000000	-0.688477
5.005000	0.488281	0.590820	0.185547	-0.893555
5.010000	-0.219727	0.161133	0.996094	-0.805664
5.015000	-0.004883	-0.913086	-0.244141	0.751953
5.020000	1.088867	-0.322266	-0.708008	-0.156250
5.025000	1.201172	0.478516	-0.224609	-0.629883
5.030000	0.463867	0.625000	0.126953	-1.445312
5.035000	-0.317383	0.102539	1.333008	-0.415039
5.040000	0.117188	-1.210938	-0.385742	0.957031
5.045000	1.538086	-0.410156	-0.844727	-0.156250
5.050000	1.708984	0.532227	-0.239258	-0.698242
5.055000	0.893555	0.683594	0.161133	-0.581055
5.060000	0.048828	0.439453	0.488281	-2.011719
5.065000	-0.302734	-0.561523	0.537109	0.908203
5.070000	0.654297	-0.717773	-0.693359	0.253906
5.075000	1.298828	0.195312	-0.463867	-0.512695
5.080000	0.839844	0.634766	0.024414	-0.629883
5.085000	-0.009766	0.517578	0.727539	-2.475586
5.090000	-0.346680	-0.849609	0.517578	1.196289
5.095000	0.991211	-0.913086	-0.874023	0.332031
5.100000	1.816406	0.205078	-0.537109	-0.571289
5.105000	1.303711	0.698242	0.048828	-0.668945
5.110000	0.385742	0.561523	0.185547	-1.279297
5.115000	-0.268555	0.039062	1.049805	-0.131836
5.120000	0.122070	-0.922852	-0.380859	0.664062
5.125000	1.166992	-0.209961	-0.664062	-0.244141
5.130000	1.147461	0.532227	-0.166016	-0.634766
5.135000	0.366211	0.615234	0.141602	-1.875000
5.140000	-0.366211	-0.068359	1.342773	0.541992
5.145000	0.288086	-1.201172	-0.541992	0.844727
5.150000	1.630859	-0.273438	-0.791016	-0.263672
5.155000	1.645508	0.590820	-0.170898	-0.708008
5.160000	0.786133	0.659180	0.175781	-0.551758
5.165000	-0.024414	0.395508	0.634766	-1.914062
5.170000	-0.258789	-0.698242	0.302734	0.903320
