# Time_s	x	xdot
0.000000	0.639648	-0.859375
0.005000	1.201172	-0.444336
0.010000	1.479492	0.185547
0.015000	1.352539	0.761719
0.020000	0.854492	1.079102
0.025000	0.141602	1.044922
0.030000	-0.541992	0.190430
0.035000	-0.625000	-1.870117
0.040000	0.595703	-3.242188
0.045000	2.709961	-2.988281
0.050000	4.677734	-1.528320
0.055000	5.581055	0.341797
0.060000	5.400391	1.855469
0.065000	4.179688	2.509766
0.070000	2.519531	2.231445
0.075000	1.049805	1.303711
0.080000	0.166016	0.219727
0.085000	0.019531	-0.605469
0.090000	0.405273	-0.898438
0.095000	0.986328	-0.659180
0.100000	1.406250	-0.083008
0.105000	1.459961	0.546875
0.110000	1.098633	0.981445
0.115000	0.449219	1.103516
0.120000	-0.288086	0.712891
0.125000	-0.722656	-0.952148
0.130000	-0.078125	-2.871094
0.135000	1.796875	-3.276367
0.140000	3.940430	-2.231445
0.145000	5.415039	-0.429688
0.150000	5.585938	1.313477
0.155000	4.775391	2.358398
0.160000	3.222656	2.446289
0.165000	1.596680	1.738281
0.170000	0.444336	0.659180
0.175000	0.000000	-0.317383
0.180000	0.195312	-0.839844
0.185000	0.742188	-0.810547
0.190000	1.264648	-0.346680
0.195000	1.489258	0.297852
0.200000	1.293945	0.839844
0.205000	0.742188	1.093750
0.210000	0.009766	0.996094
0.215000	-0.625000	-0.107422
0.220000	-0.522461	-2.216797
0.225000	0.927734	-3.305664
0.230000	3.085938	-2.802734
0.235000	4.931641	-1.220703
0.240000	5.585938	0.649414
0.245000	5.249023	2.041016
0.250000	3.906250	2.519531
0.255000	2.241211	2.109375
0.260000	0.844727	1.118164
0.265000	0.097656	0.043945
0.270000	0.053711	-0.693359
0.275000	0.502930	-0.888672
0.280000	1.079102	-0.576172
0.285000	1.450195	0.024414
0.290000	1.425781	0.639648
0.295000	1.000977	1.025391
0.300000	0.317383	1.093750
0.305000	-0.400391	0.527344
0.310000	-0.708008	-1.333008
0.315000	0.175781	-3.061523
0.320000	2.177734	-3.183594
0.325000	4.267578	-1.948242
0.330000	5.551758	-0.097656
0.335000	5.566406	1.557617
0.340000	4.536133	2.446289
0.345000	2.929688	2.373047
0.350000	1.352539	1.562500
0.355000	0.312500	0.468750
0.360000	-0.009766	-0.449219
0.365000	0.273438	-0.878906
0.370000	0.849609	-0.756836
0.375000	1.333008	-0.239258
0.380000	1.489258	0.405273
0.385000	1.225586	0.903320
0.390000	0.620117	1.108398
0.395000	-0.112305	0.903320
0.400000	-0.683594	-0.439453
0.405000	-0.371094	-2.524414
0.410000	1.274414	-3.325195
0.415000	3.457031	-2.583008
0.420000	5.156250	-0.883789
0.425000	5.581055	0.947266
0.430000	5.063477	2.192383
0.435000	3.623047	2.504883
0.440000	1.962891	1.962891
0.445000	0.664062	0.927734
0.450000	0.039062	-0.112305
0.455000	0.102539	-0.771484
0.460000	0.605469	-0.869141
0.465000	1.166992	-0.483398
0.470000	1.474609	0.141602
0.475000	1.376953	0.727539
0.480000	0.898438	1.064453
0.485000	0.190430	1.069336
0.490000	-0.507812	0.297852
0.495000	-0.664062	-1.718750
0.500000	0.468750	-3.198242
0.505000	2.558594	-3.051758
0.510000	4.565430	-1.650391
0.515000	5.581055	0.219727
0.520000	5.454102	1.777344
0.525000	4.282227	2.495117
0.530000	2.631836	2.275391
0.535000	1.132812	1.381836
0.540000	0.205078	0.283203
0.545000	0.000000	-0.561523
0.550000	0.366211	-0.898438
0.555000	0.947266	-0.688477
0.560000	1.391602	-0.126953
0.565000	1.469727	0.507812
0.570000	1.137695	0.961914
0.575000	0.498047	1.108398
0.580000	-0.239258	0.776367
0.585000	-0.712891	-0.800781
0.590000	-0.175781	-2.783203
0.595000	1.645508	-3.300781
0.600000	3.803711	-2.333984
0.605000	5.341797	-0.561523
0.610000	5.585938	1.215820
0.615000	4.868164	2.319336
0.620000	3.334961	2.475586
0.625000	1.699219	1.806641
0.630000	0.502930	0.732422
0.635000	0.004883	-0.263672
0.640000	0.166016	-0.830078
0.645000	0.703125	-0.830078
0.650000	1.240234	-0.385742
0.655000	1.489258	0.253906
0.660000	1.313477	0.810547
0.665000	0.786133	1.088867
0.670000	0.063477	1.020508
0.675000	-0.600586	0.019531
0.680000	-0.576172	-2.084961
0.685000	0.786133	-3.286133
0.690000	2.939453	-2.880859
0.695000	4.833984	-1.337891
0.700000	5.585938	0.532227
0.705000	5.312500	1.967773
0.710000	4.013672	2.519531
0.715000	2.353516	2.158203
0.720000	0.927734	1.196289
0.725000	0.126953	0.112305
0.730000	0.034180	-0.659180
0.735000	0.463867	-0.893555
0.740000	1.044922	-0.610352
0.745000	1.430664	-0.014648
0.750000	1.440430	0.605469
0.755000	1.044922	1.010742
0.760000	0.371094	1.093750
0.765000	-0.356445	0.610352
0.770000	-0.717773	-1.186523
0.775000	0.068359	-2.988281
0.780000	2.021484	-3.222656
0.785000	4.135742	-2.070312
0.790000	5.502930	-0.234375
0.795000	5.581055	1.464844
0.800000	4.633789	2.412109
0.805000	3.046875	2.407227
0.810000	1.450195	1.635742
0.815000	0.366211	0.546875
0.820000	-0.009766	-0.395508
0.825000	0.244141	-0.869141
0.830000	0.805664	-0.781250
0.835000	1.308594	-0.283203
0.840000	1.489258	0.356445
0.845000	1.250000	0.878906
0.850000	0.668945	1.103516
0.855000	-0.063477	0.947266
0.860000	-0.664062	-0.297852
0.865000	-0.439453	-2.407227
0.870000	1.137695	-3.325195
0.875000	3.310547	-2.675781
0.880000	5.068359	-1.020508
0.885000	5.585938	0.830078
