# Time_s	x	xdot
0.000000	2.597656	-0.151367
0.005000	2.695312	0.693359
0.010000	2.241211	1.181641
0.015000	1.455078	1.240234
0.020000	0.629883	0.971680
0.025000	-0.019531	0.541992
0.030000	-0.366211	-0.317383
0.035000	-0.156250	-1.289062
0.040000	0.678711	-1.479492
0.045000	1.650391	-0.961914
0.050000	2.280273	-0.117188
0.055000	2.353516	0.654297
0.060000	1.918945	1.103516
0.065000	1.196289	1.162109
0.070000	0.419922	0.922852
0.075000	-0.200195	0.419922
0.080000	-0.463867	-0.732422
0.085000	0.019531	-1.733398
0.090000	1.152344	-1.733398
0.095000	2.290039	-0.991211
0.100000	2.939453	0.019531
0.105000	2.919922	0.869141
0.110000	2.353516	1.293945
0.115000	1.494141	1.269531
0.120000	0.654297	0.932617
0.125000	0.029297	0.478516
0.130000	-0.288086	-0.234375
0.135000	-0.126953	-1.020508
0.140000	0.527344	-1.142578
0.145000	1.264648	-0.703125
0.150000	1.728516	-0.009766
0.155000	1.733398	0.620117
0.160000	1.318359	0.981445
0.165000	0.668945	1.015625
0.170000	-0.004883	0.781250
0.175000	-0.517578	-0.170898
0.180000	-0.385742	-1.689453
0.185000	0.712891	-2.270508
0.190000	2.207031	-1.757812
0.195000	3.359375	-0.634766
0.200000	3.779297	0.522461
0.205000	3.442383	1.289062
0.210000	2.583008	1.513672
0.215000	1.582031	1.264648
0.220000	0.742188	0.771484
0.225000	0.219727	0.273438
0.230000	0.024414	-0.048828
0.235000	0.048828	-0.126953
0.240000	0.126953	-0.009766
0.245000	0.126953	0.209961
0.250000	-0.014648	0.405273
0.255000	-0.278320	0.200195
0.260000	-0.400391	-0.644531
0.265000	0.024414	-1.357422
0.270000	0.917969	-1.279297
0.275000	1.752930	-0.639648
0.280000	2.172852	0.170898
0.285000	2.055664	0.825195
0.290000	1.513672	1.127930
0.295000	0.766602	1.079102
0.300000	0.048828	0.766602
0.305000	-0.454102	-0.117188
0.310000	-0.356445	-1.508789
0.315000	0.625000	-2.055664
0.320000	1.972656	-1.586914
0.325000	3.012695	-0.561523
0.330000	3.388672	0.498047
0.335000	3.056641	1.210938
0.340000	2.260742	1.416016
0.345000	1.318359	1.201172
0.350000	0.522461	0.742188
0.355000	0.019531	0.278320
0.360000	-0.166016	-0.234375
0.365000	-0.014648	-0.610352
0.370000	0.375977	-0.551758
0.375000	0.732422	-0.180664
0.380000	0.849609	0.278320
0.385000	0.654297	0.634766
0.390000	0.229492	0.800781
0.395000	-0.302734	0.517578
0.400000	-0.615234	-0.781250
0.405000	-0.092773	-2.148438
0.410000	1.303711	-2.299805
0.415000	2.812500	-1.459961
0.420000	3.774414	-0.219727
0.425000	3.925781	0.878906
0.430000	3.349609	1.479492
0.435000	2.368164	1.513672
