# Time_s	x	xdot
0.000000	4.790039	-1.206055
0.005000	5.571289	0.625000
0.010000	5.170898	1.977539
0.015000	3.867188	2.460938
0.020000	2.246094	2.065430
0.025000	0.878906	1.113281
0.030000	0.131836	0.078125
0.035000	0.063477	-0.639648
0.040000	0.478516	-0.830078
0.045000	1.020508	-0.541992
0.050000	1.367188	0.029297
0.055000	1.337891	0.615234
0.060000	0.932617	0.991211
0.065000	0.273438	1.049805
0.070000	-0.419922	0.473633
0.075000	-0.698242	-1.381836
0.080000	0.219727	-3.022461
0.085000	2.202148	-3.085938
0.090000	4.218750	-1.840820
0.095000	5.429688	-0.024414
0.100000	5.449219	1.567383
0.105000	4.414062	2.397461
0.110000	2.832031	2.290039
0.115000	1.318359	1.494141
0.120000	0.322266	0.434570
0.125000	0.019531	-0.434570
0.130000	0.297852	-0.830078
0.135000	0.830078	-0.693359
0.140000	1.274414	-0.190430
0.145000	1.396484	0.419922
0.150000	1.123047	0.883789
0.155000	0.532227	1.064453
0.160000	-0.175781	0.830078
0.165000	-0.698242	-0.595703
0.170000	-0.283203	-2.597656
0.175000	1.411133	-3.242188
0.180000	3.540039	-2.407227
0.185000	5.117188	-0.703125
0.190000	5.571289	1.054688
0.195000	4.887695	2.202148
0.200000	3.437500	2.431641
0.205000	1.831055	1.840820
0.210000	0.610352	0.825195
0.215000	0.053711	-0.161133
0.220000	0.141602	-0.742188
0.225000	0.625000	-0.795898
0.230000	1.147461	-0.400391
0.235000	1.396484	0.200195
0.240000	1.264648	0.747070
0.245000	0.771484	1.040039
0.250000	0.078125	1.005859
0.255000	-0.571289	0.087891
0.260000	-0.595703	-1.953125
0.265000	0.688477	-3.193359
0.270000	2.773438	-2.851562
0.275000	4.648438	-1.372070
0.280000	5.561523	0.449219
0.285000	5.253906	1.879883
0.290000	4.018555	2.451172
0.295000	2.402344	2.128906
0.300000	0.986328	1.215820
0.305000	0.175781	0.170898
0.310000	0.048828	-0.595703
0.315000	0.429688	-0.839844
0.320000	0.971680	-0.585938
0.325000	1.347656	-0.024414
0.330000	1.357422	0.566406
0.335000	0.986328	0.961914
0.340000	0.346680	1.064453
0.345000	-0.356445	0.590820
0.350000	-0.708008	-1.171875
0.355000	0.068359	-2.929688
0.360000	1.982422	-3.139648
0.365000	4.042969	-2.001953
0.370000	5.361328	-0.205078
0.375000	5.498047	1.440430
0.380000	4.550781	2.358398
0.385000	2.998047	2.343750
0.390000	1.445312	1.586914
0.395000	0.390625	0.537109
0.400000	0.019531	-0.361328
0.405000	0.249023	-0.810547
