--Free Induction Decay--
Form of Fit: y=a*exp(-x/b)+c
a= -0.006711
b= -26.451682
c= 0.000000

Raw Data:
Time (ms)	Amplitude (V)
62.800	-0.132
62.840	-0.132
62.880	-0.212
62.920	-0.132
62.960	-0.212
63.000	-0.212
63.040	-0.212
63.080	-0.212
63.120	-0.212
63.160	-0.212
63.200	-0.212
63.240	-0.212
63.280	-0.212
63.320	-0.212
63.360	-0.212
63.400	-0.212
63.440	-0.212
63.480	-0.132
63.520	-0.212
63.560	-0.212
63.600	-0.212
63.640	-0.132
63.680	-0.212
63.720	-0.132
63.760	-0.212
63.800	-0.212
63.840	-0.212
63.880	-0.212
63.920	-0.212
63.960	-0.212
64.000	-0.132
64.040	-0.132
64.080	-0.212
64.120	-0.132
64.160	-0.212
64.200	-0.212
64.240	-0.132
64.280	-0.212
64.320	-0.212
64.360	-0.132
64.400	-0.212
64.440	-0.132
64.480	-0.212
64.520	-0.132
64.560	-0.132
64.600	-0.132
64.640	-0.212
64.680	-0.212
64.720	-0.212
64.760	-0.132
64.800	-0.132
64.840	-0.132
64.880	-0.212
64.920	-0.212
64.960	-0.212
65.000	-0.132
65.040	-0.132
65.080	-0.132
65.120	-0.212
65.160	-0.132
65.200	-0.132
65.240	-0.132
65.280	-0.132
65.320	-0.132
65.360	-0.132
65.400	-0.132
65.440	-0.132
65.480	-0.132
65.520	-0.132
65.560	-0.132
65.600	-0.132
65.640	-0.132
65.680	-0.132
65.720	-0.212
65.760	-0.212
65.800	-0.212
65.840	-0.132
65.880	-0.212
65.920	-0.132
65.960	-0.132
66.000	-0.132
66.040	-0.212
66.080	-0.132
66.120	-0.132
66.160	-0.132
66.200	-0.132
66.240	-0.132
66.280	-0.132
66.320	-0.132
66.360	-0.212
66.400	-0.132
66.440	-0.132
66.480	-0.132
66.520	-0.132
66.560	-0.132
66.600	-0.212
66.640	-0.212
66.680	-0.132
66.720	-0.132
66.760	-0.132
66.800	-0.132
66.840	-0.132
66.880	-0.132
66.920	-0.212
66.960	-0.052
67.000	-0.132
67.040	-0.132
67.080	-0.132
67.120	-0.212
67.160	-0.132
67.200	-0.132
67.240	-0.132
67.280	-0.212
67.320	-0.212
67.360	-0.132
67.400	-0.132
67.440	-0.132
67.480	-0.132
67.520	-0.132
67.560	-0.132
67.600	-0.132
67.640	-0.132
67.680	-0.132
67.720	-0.132
67.760	-0.132
67.800	-0.132
67.840	-0.132
67.880	-0.132
67.920	-0.132
67.960	-0.052
68.000	-0.132
68.040	-0.212
68.080	-0.132
68.120	-0.132
68.160	-0.132
68.200	-0.132
68.240	-0.132
68.280	-0.132
68.320	-0.052
68.360	-0.212
68.400	-0.132
68.440	-0.132
68.480	-0.132
68.520	-0.132
68.560	-0.052
68.600	-0.132
68.640	-0.132
68.680	-0.132
68.720	-0.132
68.760	-0.052
68.800	-0.132
68.840	-0.132
68.880	-0.132
68.920	-0.132
68.960	-0.052
69.000	-0.052
69.040	-0.052
69.080	-0.132
69.120	-0.132
69.160	-0.132
69.200	-0.052
69.240	-0.212
69.280	-0.132
69.320	-0.132
69.360	-0.132
69.400	-0.132
69.440	-0.132
69.480	-0.132
69.520	-0.132
69.560	-0.052
69.600	-0.052
69.640	-0.132
69.680	-0.052
69.720	-0.132
69.760	-0.132
69.800	-0.132
69.840	-0.052
69.880	-0.132
69.920	-0.052
69.960	-0.132
70.000	-0.052
70.040	-0.052
70.080	-0.132
70.120	-0.132
70.160	-0.132
70.200	-0.132
70.240	-0.132
70.280	-0.132
70.320	-0.052
70.360	-0.052
70.400	-0.052
70.440	-0.132
70.480	-0.052
70.520	-0.052
70.560	-0.052
70.600	-0.132
70.640	-0.132
70.680	-0.132
70.720	-0.132
70.760	-0.132
70.800	-0.132
70.840	-0.052
70.880	-0.132
70.920	-0.052
70.960	-0.132
71.000	-0.052
71.040	-0.132
71.080	-0.132
71.120	-0.132
71.160	-0.132
71.200	-0.132
71.240	-0.052
71.280	-0.052
71.320	-0.132
71.360	-0.052
71.400	-0.132
71.440	-0.132
71.480	-0.132
71.520	-0.132
71.560	-0.132
71.600	-0.052
71.640	-0.052
71.680	-0.052
71.720	-0.052
71.760	-0.132
71.800	-0.132
71.840	-0.132
71.880	-0.132
71.920	-0.132
71.960	-0.132
72.000	-0.132
72.040	-0.052
72.080	-0.132
72.120	-0.132
72.160	-0.052
72.200	-0.052
72.240	-0.132
72.280	-0.132
72.320	-0.052
72.360	-0.052
72.400	-0.132
72.440	-0.132
72.480	-0.052
72.520	-0.052
72.560	-0.052
72.600	-0.132
72.640	-0.052
72.680	-0.052
72.720	-0.132
72.760	-0.052
72.800	-0.132
72.840	-0.132
72.880	-0.052
72.920	-0.132
72.960	-0.052
73.000	-0.132
73.040	-0.052
73.080	-0.132
73.120	-0.052
73.160	-0.052
73.200	-0.132
73.240	-0.052
73.280	-0.052
73.320	-0.052
73.360	-0.132
73.400	-0.052
73.440	-0.052
73.480	-0.052
73.520	-0.052
73.560	-0.052
73.600	-0.132
73.640	-0.052
73.680	-0.052
73.720	-0.052
73.760	-0.052
73.800	-0.132
73.840	-0.052
73.880	-0.052
73.920	-0.052
73.960	-0.132
74.000	-0.132
74.040	-0.052
74.080	-0.052
74.120	-0.052
74.160	-0.132
74.200	-0.052
74.240	-0.052
74.280	-0.052
74.320	-0.052
74.360	-0.052
74.400	-0.052
74.440	-0.132
74.480	-0.052
74.520	-0.052
74.560	-0.052
74.600	-0.052
74.640	-0.052
74.680	-0.052
74.720	-0.132
74.760	-0.052
74.800	-0.132
74.840	-0.052
74.880	-0.052
74.920	-0.052
74.960	-0.132
75.000	-0.132
75.040	-0.052
75.080	-0.052
75.120	-0.052
75.160	-0.052
75.200	-0.132
75.240	-0.132
75.280	-0.052
75.320	-0.052
75.360	-0.052
75.400	-0.052
75.440	-0.052
75.480	-0.052
75.520	-0.132
75.560	-0.052
75.600	-0.052
75.640	-0.052
75.680	-0.052
75.720	-0.132
75.760	-0.052
75.800	-0.132
75.840	-0.052
75.880	-0.132
75.920	-0.052
75.960	-0.052
76.000	-0.052
76.040	-0.052
76.080	-0.052
76.120	-0.132
76.160	-0.052
76.200	-0.052
76.240	-0.052
76.280	-0.132
76.320	-0.132
76.360	-0.052
76.400	-0.052
76.440	-0.132
76.480	-0.052
76.520	-0.052
76.560	-0.132
76.600	-0.052
76.640	-0.052
76.680	-0.052
76.720	-0.052
76.760	-0.052
76.800	-0.052
76.840	-0.052
76.880	-0.052
76.920	-0.052
76.960	-0.052
77.000	-0.132
77.040	-0.052
77.080	-0.052
77.120	-0.052
77.160	-0.052
77.200	-0.052
77.240	-0.052
77.280	-0.052
77.320	-0.052
77.360	-0.052
77.400	-0.052
77.440	-0.052
77.480	-0.132
77.520	-0.132
77.560	-0.052
77.600	-0.052
77.640	-0.052
77.680	-0.052
77.720	-0.052
77.760	-0.052
77.800	-0.052
77.840	-0.132
77.880	-0.052
77.920	-0.052
77.960	-0.052
78.000	-0.132
78.040	-0.052
78.080	-0.052
78.120	-0.052
78.160	-0.132
78.200	-0.052
78.240	-0.052
78.280	-0.052
78.320	-0.052
78.360	-0.052
78.400	-0.052
78.440	-0.052
78.480	-0.132
78.520	-0.052
78.560	-0.052
78.600	-0.052
78.640	-0.052
78.680	-0.052
78.720	-0.052
78.760	-0.132
78.800	-0.052
78.840	-0.052
78.880	-0.052
78.920	-0.052
78.960	-0.052
79.000	-0.052
79.040	-0.052
79.080	-0.052
79.120	-0.052
79.160	-0.052
79.200	-0.052
79.240	-0.132
79.280	-0.052
79.320	-0.052
79.360	-0.052
79.400	-0.052
79.440	-0.052
79.480	-0.052
79.520	-0.052
79.560	-0.052
79.600	-0.052
79.640	-0.052
79.680	-0.052
79.720	-0.052
79.760	-0.052
79.800	-0.052
79.840	-0.132
79.880	-0.052
79.920	-0.052
79.960	-0.052
80.000	-0.052
80.040	-0.052
80.080	-0.052
80.120	-0.052
80.160	-0.052
80.200	0.028
80.240	-0.052
80.280	-0.052
80.320	-0.052
80.360	-0.052
80.400	-0.052
80.440	-0.052
80.480	-0.052
80.520	-0.052
80.560	-0.052
80.600	-0.052
80.640	-0.052
80.680	-0.052
80.720	-0.052
80.760	-0.052
80.800	-0.052
80.840	-0.052
80.880	-0.052
80.920	-0.052
80.960	-0.052
81.000	-0.052
81.040	-0.052
81.080	-0.052
81.120	-0.052
81.160	-0.052
81.200	-0.052
81.240	-0.052
81.280	-0.052
81.320	-0.052
81.360	-0.052
81.400	-0.052
81.440	-0.052
81.480	-0.052
81.520	-0.052
81.560	-0.052
81.600	-0.052
81.640	-0.052
81.680	-0.052
81.720	-0.052
81.760	-0.052
81.800	-0.052
81.840	-0.052
81.880	-0.052
81.920	-0.052
81.960	-0.052
82.000	-0.052
82.040	-0.052
82.080	-0.052
82.120	-0.052
82.160	-0.052
82.200	-0.052
82.240	-0.052
82.280	-0.052
82.320	-0.052
82.360	-0.052
82.400	-0.052
82.440	-0.052
82.480	-0.052
82.520	-0.052
82.560	-0.052
82.600	-0.052
82.640	-0.052
82.680	-0.052
82.720	-0.052
82.760	-0.052
82.800	-0.052
82.840	-0.052
82.880	-0.052
82.920	-0.052
82.960	-0.052
83.000	-0.052
83.040	-0.052
83.080	0.028
83.120	-0.052
83.160	-0.052
83.200	-0.052
83.240	-0.052
83.280	-0.052
83.320	-0.052
83.360	-0.052
83.400	0.028
83.440	-0.052
83.480	-0.052
83.520	-0.052
83.560	-0.052
83.600	-0.052
83.640	-0.052
83.680	-0.052
83.720	-0.052
83.760	0.028
83.800	0.028
83.840	-0.052
83.880	-0.052
83.920	-0.052
83.960	-0.052
84.000	-0.052
84.040	-0.052
84.080	-0.052
84.120	-0.052
84.160	-0.052
84.200	-0.052
84.240	-0.052
84.280	-0.052
84.320	-0.052
84.360	-0.052
84.400	-0.052
84.440	-0.052
84.480	-0.052
84.520	-0.052
84.560	-0.052
84.600	0.028
84.640	-0.052
84.680	-0.052
84.720	-0.052
84.760	-0.052
84.800	-0.052
84.840	-0.052
84.880	-0.052
84.920	-0.052
84.960	-0.052
85.000	-0.052
85.040	-0.052
85.080	-0.052
85.120	-0.052
85.160	-0.052
85.200	-0.052
85.240	-0.052
85.280	-0.052
85.320	-0.052
85.360	-0.052
85.400	-0.132
85.440	-0.052
85.480	-0.052
85.520	0.028
85.560	-0.052
85.600	-0.052
85.640	-0.052
85.680	-0.052
85.720	-0.052
85.760	0.028
85.800	-0.052
85.840	-0.052
85.880	0.028
85.920	-0.052
85.960	-0.052
86.000	-0.052
86.040	-0.052
86.080	-0.052
86.120	-0.052
86.160	0.028
86.200	-0.052
86.240	-0.052
86.280	0.028
86.320	-0.052
86.360	-0.052
86.400	-0.052
86.440	-0.052
86.480	-0.052
86.520	-0.052
86.560	-0.052
86.600	-0.052
86.640	-0.052
86.680	-0.052
86.720	-0.052
86.760	-0.052
86.800	-0.052
86.840	-0.052
86.880	-0.052
86.920	-0.052
86.960	-0.052
87.000	-0.052
87.040	-0.052
87.080	0.028
87.120	0.028
87.160	-0.052
87.200	-0.052
87.240	-0.052
87.280	-0.052
87.320	-0.052
87.360	0.028
87.400	-0.052
87.440	0.028
87.480	-0.052
87.520	-0.052
87.560	-0.052
87.600	-0.052
87.640	-0.052
87.680	-0.052
87.720	-0.052
87.760	0.028
87.800	-0.052
87.840	-0.052
87.880	-0.052
87.920	-0.052
87.960	-0.052
88.000	-0.052
88.040	-0.052
88.080	-0.052
88.120	0.028
88.160	-0.052
88.200	0.028
88.240	0.028
88.280	0.028
88.320	-0.052
88.360	0.028
88.400	-0.052
88.440	-0.052
88.480	-0.052
88.520	-0.052
88.560	-0.052
88.600	0.028
88.640	-0.052
88.680	-0.052
88.720	-0.052
88.760	-0.052
88.800	0.028
88.840	-0.052
88.880	0.028
88.920	-0.052
88.960	0.028
89.000	-0.052
89.040	-0.052
89.080	-0.052
89.120	0.028
89.160	0.028
89.200	-0.052
89.240	-0.052
89.280	-0.052
89.320	-0.052
89.360	-0.052
89.400	-0.052
89.440	-0.052
89.480	-0.052
89.520	-0.052
89.560	-0.052
89.600	-0.052
89.640	-0.052
89.680	-0.052
89.720	-0.052
89.760	0.028
89.800	-0.052
89.840	0.028
89.880	-0.052
89.920	0.028
89.960	-0.052
90.000	-0.052
90.040	0.028
90.080	-0.052
90.120	-0.052
90.160	0.028
90.200	0.028
90.240	0.028
90.280	0.028
90.320	-0.052
90.360	0.028
90.400	-0.052
90.440	-0.052
90.480	-0.052
90.520	-0.052
90.560	0.028
90.600	0.028
90.640	-0.052
90.680	-0.052
90.720	0.028
90.760	-0.052
90.800	-0.052
90.840	-0.052
90.880	0.028
90.920	-0.052
90.960	-0.052
91.000	0.028
91.040	0.028
91.080	-0.052
91.120	-0.052
91.160	-0.052
91.200	-0.052
91.240	0.028
91.280	0.028
91.320	-0.052
91.360	-0.052
91.400	-0.052
91.440	0.028
91.480	-0.052
91.520	-0.052
91.560	0.028
91.600	0.028
91.640	-0.052
91.680	0.028
91.720	0.028
91.760	0.028
91.800	-0.052
91.840	0.028
91.880	0.028
91.920	-0.052
91.960	-0.052
92.000	-0.052
92.040	0.028
92.080	0.028
92.120	-0.052
92.160	-0.052
92.200	-0.052
92.240	-0.052
92.280	-0.052
92.320	-0.052
92.360	0.028
92.400	0.028
92.440	-0.052
92.480	-0.052
92.520	0.028
92.560	0.028
92.600	-0.052
92.640	0.028
92.680	0.028
92.720	-0.052
92.760	-0.052
92.800	0.028
92.840	0.028
92.880	0.028
92.920	-0.052
92.960	-0.052
93.000	0.028
93.040	-0.052
93.080	-0.052
93.120	-0.052
93.160	-0.052
93.200	-0.052
93.240	0.028
93.280	-0.052
93.320	-0.052
93.360	-0.052
93.400	0.028
93.440	0.028
93.480	-0.052
93.520	0.028
93.560	0.028
93.600	-0.052
93.640	0.028
93.680	-0.052
93.720	-0.052
93.760	-0.052
93.800	0.028
93.840	-0.052
93.880	0.028
93.920	-0.052
93.960	-0.052
94.000	-0.052
94.040	0.028
94.080	-0.052
94.120	-0.052
94.160	-0.052
94.200	0.028
94.240	-0.052
94.280	0.028
94.320	-0.052
94.360	0.028
94.400	0.028
94.440	0.028
94.480	0.028
94.520	-0.052
94.560	-0.052
94.600	0.028
94.640	0.028
94.680	0.028
94.720	-0.052
94.760	0.028
94.800	0.028
94.840	0.028
94.880	-0.052
94.920	-0.052
94.960	-0.052
95.000	-0.052
95.040	0.028
95.080	0.028
95.120	0.028
95.160	-0.052
95.200	-0.052
95.240	0.028
95.280	-0.052
95.320	0.028
95.360	0.028
95.400	0.028
95.440	0.028
95.480	0.028
95.520	0.028
95.560	0.028
95.600	0.028
95.640	0.028
95.680	-0.052
95.720	0.028
95.760	-0.052
95.800	-0.052
95.840	-0.052
95.880	-0.052
95.920	0.028
95.960	0.028
96.000	0.028
96.040	0.028
96.080	-0.052
96.120	0.028
96.160	-0.052
96.200	0.028
96.240	0.028
96.280	-0.052
96.320	0.028
96.360	0.108
96.400	0.028
96.440	-0.052
96.480	0.028
96.520	0.028
96.560	0.028
96.600	-0.052
96.640	0.028
96.680	0.028
96.720	0.028
96.760	0.028
96.800	-0.052
96.840	-0.052
96.880	0.028
96.920	0.028
96.960	-0.052
97.000	0.028
97.040	-0.052
97.080	0.028
97.120	0.028
97.160	0.028
97.200	0.028
97.240	0.028
97.280	0.028
97.320	0.028
97.360	0.028
97.400	0.028
97.440	0.028
97.480	0.028
97.520	0.028
97.560	0.028
97.600	-0.052
97.640	0.028
97.680	0.028
97.720	-0.052
97.760	0.028
97.800	-0.052
97.840	-0.052
97.880	0.028
97.920	0.028
97.960	0.028
98.000	-0.052
98.040	-0.052
98.080	0.028
98.120	0.028
98.160	0.028
98.200	0.028
98.240	0.028
98.280	0.028
98.320	0.028
98.360	0.028
98.400	0.028
98.440	-0.052
98.480	-0.052
98.520	0.028
98.560	-0.052
98.600	-0.052
98.640	0.028
98.680	0.028
98.720	-0.052
98.760	0.028
98.800	0.028
98.840	0.028
98.880	0.028
98.920	0.028
98.960	0.028
99.000	0.108
99.040	0.028
99.080	0.028
99.120	-0.052
99.160	0.028
99.200	-0.052
99.240	0.028
99.280	-0.052
99.320	-0.052
99.360	-0.052
99.400	-0.052
99.440	0.028
99.480	0.028
99.520	0.028
99.560	0.028
99.600	0.028
99.640	0.028
99.680	0.028
99.720	-0.052
99.760	0.028
99.800	0.028
99.840	0.028
99.880	0.028
99.920	-0.052
99.960	0.028
