--Free Induction Decay--
Form of Fit: y=a*exp(-x/b)+c
a= 59.750435
T2*= 4.266420
c= 0.000000

Raw Data:
Time (ms)	Amplitude (V)
65.120	0.015
65.160	-0.017
65.200	-0.033
65.240	-0.017
65.280	0.031
65.320	0.015
65.360	0.031
65.400	-0.033
65.440	-0.001
65.480	0.031
65.520	-0.001
65.560	0.015
65.600	-0.001
65.640	0.031
65.680	0.007
65.720	0.023
65.760	-0.001
65.800	0.015
65.840	-0.025
65.880	-0.017
65.920	-0.001
65.960	-0.017
66.000	-0.001
66.040	-0.001
66.080	-0.025
66.120	0.007
66.160	0.007
66.200	-0.009
66.240	-0.017
66.280	-0.025
66.320	-0.017
66.360	0.015
66.400	0.023
66.440	0.031
66.480	0.007
66.520	0.031
66.560	0.007
66.600	0.031
66.640	-0.009
66.680	0.023
66.720	0.015
66.760	0.007
66.800	-0.009
66.840	0.015
66.880	0.031
66.920	0.023
66.960	0.023
67.000	0.031
67.040	-0.017
67.080	0.015
67.120	-0.001
67.160	0.031
67.200	0.039
67.240	0.015
67.280	-0.017
67.320	-0.001
67.360	-0.009
67.400	0.015
67.440	0.023
67.480	0.007
67.520	0.031
67.560	-0.009
67.600	-0.001
67.640	0.015
67.680	-0.001
67.720	0.015
67.760	0.007
67.800	-0.001
67.840	0.015
67.880	-0.001
67.920	-0.001
67.960	-0.017
68.000	0.031
68.040	-0.009
68.080	-0.001
68.120	0.015
68.160	0.039
68.200	0.007
68.240	-0.001
68.280	-0.009
68.320	-0.001
68.360	0.007
68.400	-0.025
68.440	0.031
68.480	-0.033
68.520	-0.033
68.560	-0.009
68.600	-0.009
68.640	0.023
68.680	0.015
68.720	-0.001
68.760	-0.001
68.800	0.015
68.840	-0.001
68.880	0.023
68.920	0.031
68.960	-0.025
69.000	-0.017
69.040	0.007
69.080	-0.009
69.120	0.007
69.160	0.031
69.200	0.023
69.240	-0.001
69.280	-0.001
69.320	-0.017
69.360	0.023
69.400	-0.025
69.440	-0.025
69.480	-0.001
69.520	-0.025
69.560	-0.025
69.600	-0.017
69.640	0.023
69.680	0.023
69.720	0.007
69.760	0.015
69.800	-0.025
69.840	0.015
69.880	-0.001
69.920	-0.009
69.960	-0.025
70.000	-0.033
70.040	-0.025
70.080	-0.017
70.120	-0.025
70.160	-0.041
70.200	-0.009
70.240	0.039
70.280	-0.025
70.320	-0.025
70.360	0.023
70.400	-0.017
70.440	-0.025
70.480	0.031
70.520	-0.001
70.560	-0.001
70.600	-0.009
70.640	0.023
70.680	-0.001
70.720	-0.001
70.760	0.023
70.800	-0.009
70.840	-0.017
70.880	-0.025
70.920	0.007
70.960	0.007
71.000	-0.017
71.040	0.007
71.080	0.007
71.120	-0.001
71.160	-0.009
71.200	-0.025
71.240	-0.025
71.280	-0.017
71.320	-0.017
71.360	-0.009
71.400	0.031
71.440	-0.001
71.480	-0.009
71.520	-0.017
71.560	0.007
71.600	0.031
71.640	0.031
71.680	-0.017
71.720	0.023
71.760	-0.017
71.800	-0.017
71.840	-0.001
71.880	-0.001
71.920	-0.009
71.960	-0.025
72.000	-0.001
72.040	0.031
72.080	-0.009
72.120	-0.009
72.160	0.007
72.200	-0.017
72.240	-0.017
72.280	-0.001
72.320	-0.017
72.360	-0.017
72.400	-0.001
72.440	-0.001
72.480	-0.041
72.520	0.015
72.560	0.039
72.600	-0.017
72.640	-0.009
72.680	0.007
72.720	0.015
72.760	-0.033
72.800	0.015
72.840	0.015
72.880	-0.009
72.920	0.007
72.960	0.031
73.000	-0.009
73.040	-0.001
73.080	-0.025
73.120	-0.049
73.160	-0.001
73.200	-0.017
73.240	-0.001
73.280	0.015
73.320	0.007
73.360	-0.017
73.400	0.023
73.440	-0.001
73.480	0.007
73.520	-0.025
73.560	-0.017
73.600	0.007
73.640	0.007
73.680	0.023
73.720	0.023
73.760	0.007
73.800	0.007
73.840	0.031
73.880	-0.009
73.920	0.015
73.960	-0.017
74.000	-0.001
74.040	-0.017
74.080	-0.009
74.120	-0.033
74.160	-0.041
74.200	-0.009
74.240	-0.001
74.280	-0.025
74.320	0.007
74.360	0.015
74.400	-0.033
74.440	-0.017
74.480	-0.001
74.520	-0.001
74.560	0.007
74.600	0.015
74.640	0.023
74.680	-0.033
74.720	-0.017
74.760	0.007
74.800	0.007
74.840	0.007
74.880	-0.025
74.920	0.039
74.960	0.031
75.000	-0.017
75.040	-0.001
75.080	-0.001
75.120	-0.017
75.160	-0.001
75.200	0.007
75.240	-0.009
75.280	-0.001
75.320	-0.025
75.360	-0.001
75.400	-0.009
75.440	-0.017
75.480	-0.017
75.520	-0.017
75.560	0.007
75.600	-0.001
75.640	-0.041
75.680	-0.017
75.720	0.015
75.760	-0.009
75.800	-0.001
75.840	0.015
75.880	-0.009
75.920	0.007
75.960	0.031
76.000	-0.001
76.040	0.015
76.080	0.015
76.120	0.007
76.160	0.007
76.200	-0.009
76.240	-0.017
76.280	0.015
76.320	0.015
76.360	-0.017
76.400	-0.017
76.440	-0.001
76.480	-0.009
76.520	-0.001
76.560	0.015
76.600	-0.017
76.640	-0.009
76.680	0.007
76.720	-0.009
76.760	-0.009
76.800	-0.017
76.840	-0.033
76.880	0.007
76.920	-0.009
76.960	-0.009
77.000	0.039
77.040	-0.001
77.080	-0.017
77.120	0.007
77.160	-0.001
77.200	-0.001
77.240	-0.009
77.280	-0.017
77.320	-0.025
77.360	0.015
77.400	-0.001
77.440	0.007
77.480	-0.009
77.520	0.007
77.560	0.023
77.600	-0.001
77.640	0.015
77.680	-0.025
77.720	-0.025
77.760	-0.009
77.800	0.007
77.840	-0.017
77.880	0.007
77.920	-0.001
77.960	-0.017
78.000	-0.009
78.040	-0.001
78.080	-0.017
78.120	-0.017
78.160	0.047
78.200	0.039
78.240	-0.017
78.280	-0.025
78.320	-0.001
78.360	-0.001
78.400	-0.017
78.440	-0.001
78.480	-0.009
78.520	-0.009
78.560	-0.009
78.600	-0.025
78.640	0.007
78.680	0.007
78.720	-0.001
78.760	0.007
78.800	-0.017
78.840	-0.017
78.880	0.007
78.920	-0.017
78.960	-0.017
79.000	0.015
79.040	0.015
79.080	0.023
79.120	-0.017
79.160	-0.017
79.200	-0.001
79.240	-0.041
79.280	-0.001
79.320	-0.009
79.360	0.007
79.400	-0.001
79.440	0.007
79.480	-0.017
79.520	-0.033
79.560	0.015
79.600	-0.001
79.640	0.007
79.680	0.015
79.720	0.015
79.760	-0.041
79.800	-0.017
79.840	-0.001
79.880	-0.025
79.920	-0.009
79.960	-0.009
80.000	-0.009
80.040	-0.001
80.080	0.023
80.120	-0.001
80.160	-0.025
80.200	0.007
80.240	0.007
80.280	-0.009
80.320	-0.009
80.360	-0.009
80.400	0.015
80.440	-0.025
80.480	0.015
80.520	-0.017
80.560	-0.041
80.600	-0.009
80.640	-0.017
80.680	-0.017
80.720	-0.017
80.760	-0.009
80.800	0.023
80.840	-0.009
80.880	0.007
80.920	-0.017
80.960	0.007
81.000	-0.001
81.040	-0.001
81.080	-0.033
81.120	-0.001
81.160	-0.001
81.200	0.007
81.240	0.015
81.280	0.007
81.320	-0.009
81.360	0.007
81.400	-0.001
81.440	0.007
81.480	-0.009
81.520	-0.009
81.560	0.015
81.600	0.007
81.640	0.007
81.680	-0.009
81.720	-0.017
81.760	-0.025
81.800	-0.025
81.840	-0.033
81.880	-0.009
81.920	-0.033
81.960	-0.017
82.000	0.007
82.040	-0.009
82.080	0.031
82.120	-0.017
82.160	-0.001
82.200	-0.009
82.240	-0.025
82.280	-0.025
82.320	0.023
82.360	0.015
82.400	0.007
82.440	-0.001
82.480	-0.009
82.520	0.007
82.560	0.007
82.600	-0.009
82.640	0.007
82.680	0.007
82.720	-0.017
82.760	0.007
82.800	0.007
82.840	-0.041
82.880	-0.009
82.920	-0.001
82.960	0.039
83.000	-0.041
83.040	-0.001
83.080	-0.001
83.120	-0.001
83.160	-0.001
83.200	-0.017
83.240	-0.009
83.280	-0.025
83.320	0.015
83.360	-0.001
83.400	-0.033
83.440	-0.001
83.480	0.007
83.520	0.023
83.560	-0.001
83.600	-0.009
83.640	-0.001
83.680	0.015
83.720	-0.041
83.760	0.055
83.800	0.015
83.840	0.007
83.880	-0.009
83.920	-0.001
83.960	-0.017
84.000	-0.017
84.040	-0.017
84.080	0.015
84.120	-0.009
84.160	-0.009
84.200	-0.009
84.240	-0.009
84.280	0.023
84.320	-0.017
84.360	-0.017
84.400	-0.001
84.440	-0.001
84.480	-0.033
84.520	-0.001
84.560	-0.017
84.600	-0.017
84.640	-0.025
84.680	-0.017
84.720	0.007
84.760	-0.009
84.800	0.007
84.840	0.007
84.880	-0.001
84.920	0.031
84.960	0.047
85.000	0.007
85.040	0.015
85.080	0.031
85.120	0.015
85.160	-0.001
85.200	0.015
85.240	-0.017
85.280	-0.009
85.320	-0.025
85.360	-0.033
85.400	-0.017
85.440	0.015
85.480	0.007
85.520	-0.025
85.560	-0.009
85.600	0.015
85.640	-0.017
85.680	0.039
85.720	-0.009
85.760	-0.009
85.800	-0.017
85.840	0.007
85.880	-0.017
85.920	-0.017
85.960	-0.001
86.000	-0.001
86.040	-0.017
86.080	-0.001
86.120	-0.025
86.160	-0.017
86.200	-0.001
86.240	-0.001
86.280	-0.017
86.320	-0.017
86.360	-0.017
86.400	0.007
86.440	-0.001
86.480	-0.033
86.520	-0.001
86.560	-0.017
86.600	0.031
86.640	0.007
86.680	0.015
86.720	0.015
86.760	0.007
86.800	-0.041
86.840	0.007
86.880	-0.001
86.920	-0.017
86.960	-0.017
87.000	0.015
87.040	-0.009
87.080	-0.009
87.120	-0.009
87.160	-0.025
87.200	-0.001
87.240	0.039
87.280	-0.001
87.320	0.007
87.360	-0.001
87.400	-0.009
87.440	-0.001
87.480	0.007
87.520	-0.017
87.560	-0.001
87.600	0.015
87.640	0.015
87.680	-0.009
87.720	-0.025
87.760	-0.001
87.800	-0.001
87.840	0.007
87.880	0.007
87.920	0.007
87.960	0.031
88.000	0.007
88.040	-0.017
88.080	0.023
88.120	0.015
88.160	-0.009
88.200	0.015
88.240	-0.033
88.280	-0.001
88.320	0.031
88.360	-0.033
88.400	-0.033
88.440	0.023
88.480	-0.017
88.520	-0.033
88.560	-0.017
88.600	-0.025
88.640	-0.009
88.680	0.031
88.720	0.015
88.760	0.015
88.800	0.023
88.840	-0.025
88.880	-0.009
88.920	-0.009
88.960	-0.025
89.000	-0.001
89.040	-0.017
89.080	-0.001
89.120	0.015
89.160	0.007
89.200	-0.033
89.240	-0.009
89.280	0.031
89.320	-0.025
89.360	-0.025
89.400	0.023
89.440	0.015
89.480	-0.017
89.520	0.007
89.560	0.007
89.600	0.015
89.640	0.015
89.680	-0.009
89.720	0.031
89.760	-0.001
89.800	0.015
89.840	-0.025
89.880	0.007
89.920	0.015
89.960	-0.009
90.000	-0.009
90.040	0.015
90.080	0.007
90.120	0.015
90.160	0.007
90.200	0.007
90.240	0.015
90.280	0.007
90.320	-0.009
90.360	-0.001
90.400	-0.025
90.440	-0.009
90.480	-0.017
90.520	-0.001
90.560	-0.001
90.600	-0.009
90.640	0.015
90.680	0.023
90.720	-0.001
90.760	-0.041
90.800	0.007
90.840	-0.001
90.880	-0.017
90.920	-0.017
90.960	0.023
91.000	-0.033
91.040	0.015
91.080	0.031
91.120	-0.009
91.160	-0.017
91.200	-0.009
91.240	0.007
91.280	0.015
91.320	0.007
91.360	0.015
91.400	-0.017
91.440	-0.017
91.480	0.015
91.520	-0.033
91.560	-0.009
91.600	-0.025
91.640	-0.017
91.680	-0.009
91.720	-0.017
91.760	0.015
91.800	0.015
91.840	-0.009
91.880	-0.009
91.920	-0.001
91.960	-0.001
92.000	-0.001
92.040	-0.017
92.080	0.015
92.120	0.031
92.160	0.007
92.200	-0.017
92.240	-0.001
92.280	-0.041
92.320	0.015
92.360	-0.017
92.400	-0.017
92.440	-0.001
92.480	0.007
92.520	-0.017
92.560	-0.009
92.600	0.023
92.640	-0.009
92.680	0.007
92.720	-0.009
92.760	0.015
92.800	-0.017
92.840	-0.017
92.880	0.023
92.920	0.031
92.960	-0.001
93.000	-0.009
93.040	-0.009
93.080	-0.017
93.120	-0.025
93.160	0.015
93.200	0.007
93.240	-0.009
93.280	0.015
93.320	-0.001
93.360	-0.025
93.400	-0.009
93.440	0.039
93.480	-0.009
93.520	-0.025
93.560	0.015
93.600	-0.009
93.640	-0.001
93.680	-0.001
93.720	-0.001
93.760	0.015
93.800	-0.025
93.840	-0.017
93.880	-0.009
93.920	-0.017
93.960	0.015
94.000	0.007
94.040	-0.001
94.080	-0.001
94.120	-0.017
94.160	0.007
94.200	0.023
94.240	-0.017
94.280	-0.001
94.320	-0.009
94.360	-0.017
94.400	-0.009
94.440	-0.001
94.480	-0.001
94.520	-0.001
94.560	-0.017
94.600	0.023
94.640	-0.009
94.680	0.007
94.720	-0.009
94.760	-0.041
94.800	-0.009
94.840	0.007
94.880	-0.017
94.920	-0.033
94.960	-0.033
95.000	-0.017
95.040	-0.009
95.080	0.015
95.120	-0.025
95.160	-0.009
95.200	-0.017
95.240	-0.017
95.280	-0.001
95.320	-0.017
95.360	-0.009
95.400	0.023
95.440	0.015
95.480	-0.001
95.520	-0.001
95.560	0.007
95.600	0.015
95.640	-0.025
95.680	-0.017
95.720	0.015
95.760	0.007
95.800	0.015
95.840	-0.009
95.880	-0.001
95.920	-0.017
95.960	0.007
96.000	-0.017
96.040	-0.025
96.080	0.023
96.120	-0.001
96.160	0.007
96.200	0.015
96.240	-0.009
96.280	-0.009
96.320	-0.009
96.360	-0.017
96.400	-0.033
96.440	0.007
96.480	-0.025
96.520	0.007
96.560	0.023
96.600	-0.009
96.640	-0.017
96.680	-0.009
96.720	-0.017
96.760	0.015
96.800	-0.001
96.840	-0.017
96.880	-0.009
96.920	-0.017
96.960	-0.001
97.000	0.007
97.040	-0.025
97.080	-0.017
97.120	-0.033
97.160	0.007
97.200	-0.025
97.240	-0.001
97.280	-0.017
97.320	-0.017
97.360	-0.001
97.400	0.023
97.440	0.015
97.480	-0.009
97.520	-0.025
97.560	-0.001
97.600	-0.017
97.640	0.007
97.680	-0.041
97.720	-0.041
97.760	0.031
97.800	-0.001
97.840	-0.009
97.880	-0.017
97.920	-0.001
97.960	0.007
98.000	-0.017
98.040	-0.009
98.080	0.031
98.120	-0.009
98.160	0.015
98.200	0.007
98.240	0.015
98.280	0.031
98.320	0.023
98.360	-0.001
98.400	0.007
98.440	-0.017
98.480	-0.033
98.520	-0.017
98.560	-0.009
98.600	-0.009
98.640	-0.001
98.680	-0.017
98.720	0.015
98.760	0.031
98.800	-0.009
98.840	-0.001
98.880	0.023
98.920	0.015
98.960	0.023
99.000	0.007
99.040	-0.017
99.080	-0.025
99.120	-0.001
99.160	-0.001
99.200	-0.017
99.240	-0.025
99.280	-0.001
99.320	-0.017
99.360	-0.001
99.400	-0.009
99.440	-0.025
99.480	-0.001
99.520	-0.017
99.560	0.031
99.600	-0.009
99.640	-0.001
99.680	0.079
99.720	-0.009
99.760	-0.017
99.800	0.031
99.840	0.015
99.880	-0.001
99.920	-0.017
99.960	0.007
