NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
384.974584	12.387000	383.643818	5.006835
385.012954	12.387000	383.694214	5.015896
385.056312	12.368049	383.766187	5.015896
385.094805	12.368049	383.807313	5.011375
385.135612	12.368049	383.846281	5.011375
385.178648	12.354613	383.885067	5.011375
385.219403	12.354613	383.926106	5.003244
385.262792	12.354613	383.984199	5.003244
385.303182	12.367239	384.021004	5.003244
385.350266	12.367239	384.062129	4.969894
385.388045	12.367239	384.104448	4.969894
385.433400	12.367239	384.141166	4.969894
385.474891	12.386208	384.180681	4.917910
385.548586	12.386208	384.226478	4.917910
385.594339	12.350139	384.264630	4.917910
385.631957	12.350139	384.331667	4.895428
385.671011	12.350139	384.380255	4.895428
385.716285	12.346226	384.421667	4.895428
385.756759	12.346226	384.470339	4.860256
385.817395	12.346226	384.508463	4.860256
385.859909	12.324081	384.564882	4.860256
385.901435	12.324081	384.605503	4.790348
385.942599	12.324081	384.646455	4.790348
385.984574	12.315848	384.684666	4.790348
386.051205	12.315848	384.725629	4.753463
386.094417	12.325161	384.764607	4.753463
386.133574	12.325161	384.804039	4.753463
386.175915	12.325161	384.847822	4.707280
386.215418	12.325161	384.892475	4.707280
386.289109	12.301213	384.933237	4.707280
386.331483	12.301213	384.970303	4.707280
386.371697	12.316538	385.012480	4.655698
386.417170	12.316538	385.050255	4.655698
386.454464	12.316538	385.087885	4.655698
386.525065	12.315299	385.134143	4.604209
386.567847	12.315299	385.173295	4.604209
386.604062	12.315299	385.247725	4.572480
386.650208	12.328885	385.289848	4.572480
386.691976	12.328885	385.327752	4.572480
386.758659	12.328885	385.368221	4.572480
386.804199	12.333560	385.409193	4.490935
386.842081	12.333560	385.481712	4.490935
386.880531	12.333560	385.521678	4.440400
386.926491	12.325564	385.566680	4.440400
386.967608	12.325564	385.606493	4.440400
387.024026	12.325564	385.646286	4.401336
387.068370	12.312657	385.717084	4.401336
387.109188	12.312657	385.757357	4.401336
387.150381	12.312657	385.801283	4.332151
387.194150	12.318148	385.841139	4.332151
387.261652	12.318148	385.878942	4.332151
387.306478	12.356887	385.918624	4.278066
387.347450	12.356887	385.965716	4.278066
387.391940	12.356887	386.002972	4.278066
387.430935	12.356887	386.067112	4.241391
387.496763	12.335462	386.109645	4.241391
387.537906	12.335462	386.148876	4.241391
387.579992	12.336373	386.194892	4.174859
387.624367	12.336373	386.236770	4.174859
387.664845	12.336373	386.294573	4.174859
387.729167	12.339768	386.335746	4.123632
387.772881	12.339768	386.374489	4.123632
387.809235	12.339768	386.413803	4.123632
387.856607	12.330621	386.452374	4.071353
387.896601	12.330621	386.492125	4.071353
387.965489	12.369490	386.530544	4.071353
388.009876	12.369490	386.568750	4.071353
388.045538	12.369490	386.619754	4.007087
388.088762	12.369490	386.657167	4.007087
388.131045	12.360174	386.718305	3.961292
388.200818	12.360174	386.759616	3.961292
388.243609	12.349673	386.802618	3.961292
388.285953	12.349673	386.841365	3.961292
388.328346	12.349673	386.906059	3.912187
388.366503	12.371749	386.942492	3.912187
388.415942	12.371749	386.981014	3.863737
388.453576	12.371749	387.021464	3.863737
388.497176	12.384840	387.059233	3.863737
388.539048	12.384840	387.097018	3.863737
388.604919	12.384840	387.142557	3.812738
388.648678	12.385895	387.181953	3.812738
388.688753	12.385895	387.249216	3.735506
388.731339	12.385895	387.296091	3.735506
388.770136	12.379623	387.335319	3.735506
388.818017	12.379623	387.406954	3.716791
388.856794	12.379623	387.448070	3.716791
388.900541	12.375167	387.484638	3.716791
388.945376	12.375167	387.529575	3.660848
388.997513	12.375167	387.568147	3.660848
389.036428	12.375167	387.642414	3.660848
389.083141	12.389374	387.691307	3.626584
389.120493	12.389374	387.733024	3.626584
389.163379	12.389374	387.773559	3.587228
389.213234	12.404540	387.820829	3.587228
389.280118	12.404540	387.857602	3.587228
389.326411	12.423152	387.898283	3.587228
389.363366	12.423152	387.940386	3.581234
389.401455	12.423152	387.983743	3.581234
389.444509	12.396101	388.019776	3.581234
389.486755	12.396101	388.080295	3.533060
389.545898	12.396101	388.117741	3.533060
389.590773	12.425008	388.155304	3.533060
389.635920	12.425008	388.198067	3.538540
389.672903	12.425008	388.241216	3.538540
389.723958	12.439498	388.280085	3.538540
389.765390	12.439498	388.323495	3.533485
389.804248	12.439498	388.367639	3.533485
389.846690	12.439420	388.405136	3.533485
389.888052	12.439420	388.470139	3.515985
389.928926	12.439420	388.510175	3.515985
389.971850	12.475811	388.548491	3.515985
390.013144	12.475811	388.591839	3.504271
390.053518	12.475811	388.633372	3.504271
390.125917	12.461670	388.672105	3.504271
390.171214	12.461670	388.716630	3.544250
390.212296	12.461670	388.754175	3.544250
390.251977	12.469697	388.822064	3.544250
390.293161	12.469697	388.868224	3.509385
390.333216	12.469697	388.912934	3.509385
390.373539	12.473718	388.955178	3.509385
390.413412	12.473718	388.999867	3.526218
390.452046	12.473718	389.041372	3.526218
390.490422	12.473718	389.079771	3.526218
390.532438	12.491368	389.118747	3.537370
390.571647	12.491368	389.158731	3.537370
390.609635	12.491368	389.200216	3.537370
390.650568	12.510703	389.237261	3.537370
390.693056	12.510703	389.281591	3.517732
390.733211	12.510703	389.321766	3.517732
390.772561	12.507922	389.359893	3.517732
390.812795	12.507922	389.437959	3.546009
390.854709	12.507922	389.476246	3.546009
390.892942	12.507922	389.518003	3.572687
390.939111	12.503649	389.556455	3.572687
390.978707	12.503649	389.593008	3.572687
391.020453	12.503649	389.631036	3.572687
391.060925	12.483585	389.677339	3.593419
391.126223	12.483585	389.716438	3.593419
391.167087	12.534729	389.791418	3.568770
391.209594	12.534729	389.832091	3.568770
391.251375	12.534729	389.874546	3.568770
391.288302	12.534729	389.920746	3.585395
391.333658	12.519973	389.961952	3.585395
391.373735	12.519973	390.002841	3.585395
391.439525	12.496101	390.041551	3.585395
391.487706	12.496101	390.084513	3.592928
391.524525	12.496101	390.123907	3.592928
391.563137	12.496101	390.163301	3.592928
391.615174	12.508956	390.208365	3.613054
391.654956	12.508956	390.246062	3.613054
391.727091	12.516240	390.307292	3.620355
391.768465	12.516240	390.353167	3.620355
391.805961	12.516240	390.391966	3.620355
391.848264	12.513435	390.465824	3.619091
391.889442	12.513435	390.507996	3.619091
391.927536	12.513435	390.546416	3.619091
391.966074	12.503032	390.592647	3.617338
392.010168	12.503032	390.631701	3.617338
392.050162	12.503032	390.698252	3.617338
392.089091	12.503032	390.742238	3.616655
392.133723	12.511033	390.782663	3.616655
392.173808	12.511033	390.823354	3.616655
392.212000	12.511033	390.868362	3.643876
392.255054	12.519343	390.919599	3.643876
392.296794	12.519343	390.956846	3.643876
392.336546	12.519343	391.000910	3.650557
392.379475	12.405952	391.043579	3.650557
392.421956	12.405952	391.080846	3.650557
392.464820	12.405952	391.123487	3.646509
392.506218	12.412109	391.167566	3.646509
392.550733	12.412109	391.205348	3.646509
392.589182	12.412109	391.265009	3.705885
392.652209	12.365185	391.305314	3.705885
392.694823	12.365185	391.342975	3.705885
392.732736	12.365185	391.386738	4.844774
392.777036	12.360221	391.428447	4.844774
392.819152	12.360221	391.467419	4.844774
392.884250	12.360221	391.529817	4.850847
392.929490	12.353829	391.569816	4.850847
392.967762	12.353829	391.607340	4.850847
393.010217	12.353829	391.646848	4.829710
393.051170	12.370529	391.695867	4.829710
393.091930	12.370529	391.734574	4.829710
393.149674	12.370529	391.798402	4.819272
393.196795	12.371505	391.838979	4.819272
393.234749	12.371505	391.875849	4.819272
393.279607	12.371505	391.922105	4.799288
393.320638	12.345198	391.962487	4.799288
393.370529	12.345198	392.031025	4.799288
393.407183	12.345198	392.073770	4.785306
393.450301	12.328395	392.113604	4.785306
393.493902	12.328395	392.153635	4.785306
393.533484	12.328395	392.201770	4.758539
393.576954	12.326115	392.252042	4.758539
393.634690	12.326115	392.290274	4.758539
393.672707	12.326115	392.335864	4.772139
393.714104	12.325090	392.384562	4.772139
393.756110	12.325090	392.428639	4.772139
393.793073	12.325090	392.470739	4.743152
393.832778	12.325090	392.508968	4.743152
393.877502	12.316498	392.547486	4.743152
393.918652	12.316498	392.594078	4.719330
393.955671	12.316498	392.632848	4.719330
394.002524	12.321727	392.699757	4.713317
394.071063	12.321727	392.740476	4.713317
394.115267	12.304311	392.783647	4.713317
394.154315	12.304311	392.823278	4.713317
394.194298	12.304311	392.867222	4.696213
394.235914	12.304311	392.906576	4.696213
394.278343	12.313130	392.944489	4.696213
394.321503	12.313130	392.984857	4.646599
394.360581	12.313130	393.024515	4.646599
394.405882	12.330097	393.064386	4.646599
394.443541	12.330097	393.103135	4.619942
394.482815	12.330097	393.146804	4.619942
394.557262	12.334618	393.183582	4.619942
394.597189	12.334618	393.221931	4.619942
394.641056	12.325363	393.268832	4.582760
394.683436	12.325363	393.310854	4.582760
394.722268	12.325363	393.374899	4.568425
394.761709	12.325363	393.420915	4.568425
394.808389	12.327987	393.459065	4.568425
394.846915	12.327987	393.500851	4.558695
394.888695	12.327987	393.542407	4.558695
394.927940	12.348216	393.608074	4.558695
394.970942	12.348216	393.649547	4.507775
395.013149	12.348216	393.691123	4.507775
395.053918	12.349605	393.734245	4.507775
395.096710	12.349605	393.773288	4.477218
395.136694	12.349605	393.844695	4.477218
395.212640	12.350800	393.882878	4.477218
395.255315	12.350800	393.924798	4.460479
395.293953	12.341615	393.967021	4.460479
395.337446	12.341615	394.004710	4.460479
395.377903	12.341615	394.043318	4.416986
395.449243	12.348635	394.090218	4.416986
395.491354	12.348635	394.127121	4.416986
395.528522	12.348635	394.190635	4.395251
395.572402	12.366999	394.233689	4.395251
395.613425	12.366999	394.271290	4.395251
395.680712	12.366999	394.317445	4.346689
395.724205	12.384840	394.358030	4.346689
395.761477	12.384840	394.423906	4.346689
395.801435	12.384840	394.466186	4.309896
395.846312	12.365023	394.505961	4.309896
395.887408	12.365023	394.543609	4.309896
395.945330	12.365023	394.583718	4.273871
395.990523	12.382597	394.624855	4.273871
396.028625	12.382597	394.661733	4.273871
396.070903	12.382597	394.702461	4.254899
396.112022	12.367189	394.746423	4.254899
396.179323	12.367189	394.783987	4.254899
396.221555	12.380373	394.849890	4.224532
396.264082	12.380373	394.891792	4.224532
396.307831	12.380373	394.934241	4.224532
396.345523	12.380373	394.974562	4.174720
396.415359	12.390917	395.036032	4.174720
396.457907	12.390917	395.073164	4.174720
396.496436	12.402694	395.114959	4.168032
396.543594	12.402694	395.154072	4.168032
396.582185	12.402694	395.191741	4.168032
396.653080	12.368735	395.230371	4.168032
396.694551	12.368735	395.276895	4.124957
396.732639	12.368735	395.314953	4.124957
396.778191	12.387226	395.379113	4.090376
396.819844	12.387226	395.423799	4.090376
396.888169	12.387226	395.461851	4.090376
396.933308	12.419004	395.525758	4.045052
396.971035	12.419004	395.569122	4.045052
397.010960	12.419004	395.606516	4.045052
397.056323	12.440557	395.650187	4.010164
397.123548	12.440557	395.695302	4.010164
397.163531	12.440557	395.756000	4.010164
397.202746	12.429580	395.799084	3.979330
397.244566	12.429580	395.840003	3.979330
397.285882	12.429580	395.880770	3.979330
397.326578	12.433678	395.928060	3.946129
397.370338	12.433678	395.976421	3.946129
397.410067	12.433678	396.015552	3.946129
397.484706	12.446956	396.055544	3.935590
397.524492	12.446956	396.096186	3.935590
397.566939	12.468013	396.134346	3.935590
397.610341	12.468013	396.174709	3.900310
397.649945	12.468013	396.221007	3.900310
397.688392	12.468013	396.258063	3.900310
397.735570	12.497703	396.320052	3.848256
397.773441	12.497703	396.362091	3.848256
397.812010	12.497703	396.400387	3.848256
397.877219	12.465704	396.442101	3.848256
397.917601	12.465704	396.486042	3.838133
397.955524	12.465704	396.551791	3.838133
398.000366	12.474275	396.595952	3.797220
398.038943	12.474275	396.635984	3.797220
398.078009	12.474275	396.675912	3.797220
398.125429	12.489588	396.715980	3.774509
398.163747	12.489588	396.772489	3.774509
398.208095	12.489588	396.810686	3.774509
398.247804	12.499562	396.849133	3.757889
398.296729	12.499562	396.889989	3.757889
398.334337	12.499562	396.929499	3.757889
398.373958	12.506021	396.966524	3.757889
398.419311	12.506021	397.008882	3.741479
398.458508	12.506021	397.053295	3.741479
398.500195	12.505295	397.091046	3.741479
398.548244	12.505295	397.162850	3.731272
398.586983	12.505295	397.201915	3.731272
398.631320	12.509033	397.238081	3.731272
398.671516	12.509033	397.284308	3.724742
398.732621	12.509033	397.322458	3.724742
398.774039	12.517827	397.395557	3.727488
398.812455	12.517827	397.436918	3.727488
398.855539	12.517827	397.479129	3.727488
398.895663	12.527418	397.521164	3.704655
398.970344	12.527418	397.581873	3.704655
399.011957	12.527418	397.620868	3.704655
399.053821	12.512391	397.660895	3.713388
399.096743	12.512391	397.701213	3.713388
399.135729	12.512391	397.740307	3.713388
399.207388	12.514918	397.780682	3.712400
399.249400	12.514918	397.821103	3.712400
399.287413	12.514918	397.859117	3.712400
399.335116	12.505368	397.903310	3.727520
399.374261	12.505368	397.947478	3.727520
399.444283	12.502185	397.986904	3.727520
399.486799	12.502185	398.023569	3.727520
399.524028	12.502185	398.067158	3.724483
399.566951	12.548262	398.114064	3.724483
399.610616	12.548262	398.153001	3.724483
399.678810	12.548262	398.222869	3.725827
399.724773	12.537215	398.261549	3.725827
399.763465	12.537215	398.298918	3.725827
399.802541	12.537215	398.343117	3.724612
399.848882	12.507048	398.380917	3.724612
399.892426	12.507048	398.419991	3.724612
399.963181	12.507048	398.467838	3.714809
400.007664	12.527784	398.507982	3.714809
400.051575	12.527784	398.570847	3.714809
400.096096	12.386652	398.612581	3.739776
400.139318	12.386652	398.654985	3.739776
400.176745	12.386652	398.695932	3.739776
400.217976	12.386652	398.739470	3.747828
400.269139	12.391816	398.779886	3.747828
400.308077	12.391816	398.817908	3.747828
400.345007	12.391816	398.859390	3.746909
400.387919	12.385364	398.899483	3.746909
400.429771	12.385364	398.938599	3.746909
400.471314	12.385364	398.978229	3.761943
400.510884	12.383665	399.019636	3.761943
400.554955	12.383665	399.056226	3.761943
400.593712	12.383665	399.094004	3.761943
400.662981	12.349274	399.142344	3.768398
400.707261	12.349274	399.181672	3.768398
400.742241	12.349274	399.245663	3.776053
400.786774	12.363359	399.293657	3.776053
400.826803	12.363359	399.333076	3.776053
400.900950	12.347436	399.374563	3.780139
400.943243	12.347436	399.417259	3.780139
400.979994	12.347436	399.477738	3.780139
401.022512	12.321685	399.521011	3.768555
401.064339	12.321685	399.562211	3.768555
401.131657	12.321685	399.602947	3.768555
401.173014	12.326195	399.642688	3.768555
401.213368	12.326195	399.715149	3.784888
401.251630	12.326195	399.753681	3.784888
401.289621	12.326195	399.794970	3.784180
401.332029	12.327117	399.836093	3.784180
401.371912	12.327117	399.872085	3.784180
401.412628	12.327117	399.914482	3.810040
401.461010	12.316520	399.959142	3.810040
401.497781	12.316520	400.000510	3.810040
401.541904	12.316520	400.061450	3.797080
401.583114	12.332610	400.102839	3.797080
401.630873	12.332610	400.140016	3.797080
401.667535	12.332610	400.184008	3.809468
401.708624	12.315173	400.225036	3.809468
